title,description,genre
Days Of You And Me,All's fair in love and football.,romance
Dakota Bride,"WHEN CHASE REYNOLDS CAME TO TOWN, FOLKS SMELLED DANGER... But Annette Owens saw an irresistible man who dared her to take a chance on love. Yet once Nettie was up close and personal with all that raw masculinity, the pretty widow discovered she didn't know the first thing about seduction! Or about Chase.... For the rugged stranger was not a no-strings bachelor for shy Nettie to court, but a world-weary bachelor-with a little boy, to boot! And though she couldn't resist Chase's soul-searing passion, his future plans gave her pause. For the bachelor dad clearly needed a bride, but hadn't promised.",romance
It's All About the Duke,"A duke with a past he can't forget. A lady with a secret identity determined to make him remember. Will their hearts survive? The third novel in this series from ""New York Times""-bestselling author Grey. Original.",romance
Slumber,"There is no such thing as happily ever after. Everything Charlotte Winston thought she knew has been thrown out the window. From the moment she opens her eyes, the world she remembered ceases to exist, and in its place is a post-apocalyptic realm filled with unimaginable dangers. And one very smoking hot guy who has an uncanny ability to make her blood sing, then boil in a blink of an eye. Dash Darhk is everything her parents would hate. He's six feet and two inches of dark temptation and a killer smile, that's surely left a stream of broken hearts in his wake. But her parents are nowhere to be found. Charlotte is alone in this new world. Destroyed by a toxic mist, the land isn't the only thing altered, but the inhabitants as well. As Charlotte begins the hunt for her family, gifts she's never fathom awake inside her. And with the gifts come problems. Enormous ones. Charlotte is running out of options and places to hide. If she can't figure out who to trust-and fast-she will lose more than her heart. Fans of Hunger Games, The 100, and Divergent will fall in love with Slumber.",romance
Lord Langdon's Kiss,"Seeking to protect his brother from Nell Ashley, who he believes to be a fortune hunter, James Mayland sets out to seduce Nell, only to find himself falling for her. Original.",romance
Last Sacrifice,"Rose Hathaway has always played by her own rules. she broke the law when she ran away from St. Vladimir's Academy with her vest friend and last surviving Dragomir princess, Lissa. she broke the law when she fell in love with her gorgeous, off-limits instructor, Dimitri. and she dared to defy Queen Tatiana, leader of the Moroi world, risking her life and reputation to protect generations of dhampir guardians to come. -- back cover.",romance
The Soldier's Bride,"As WWII ration cards and battle scars become commonplace across America, it seems to Evelyn that even love is rationed out. When she finds a message from her late husband tucked inside a music box, Jim's words have the power to change her life: Don't die with me. Words written out of love, long-lost but never forgotten. Grief stricken, Evelyn is unsure of how to honor his request, but she finds the courage to keep on living. Jim's note urges her to give the music box away to unlock the secret within, and although it breaks her heart again, Evelyn trades the music box for a cradle to hold her infant son. Thus begins the decades-long journey of the music box, mending broken hearts, reuniting lost loves, and giving people the courage to heal themselves along the way. This romance crosses battlefields and time as the music box touches the lives of two soldiers, a broken father, a crippled child, a struggling farmer, and a woman once called the soldier's bride.",romance
A Cousin's Prayer,"Traumatized after surviving an automobile accident in which her boyfriend was killed, Katie Miler struggles to find her way out of depression, while Freeman Bontrager tries to gain Katie's trust in hopes of winning her heart. Original.",romance
The Bouquet,"The wedding bouquet symbolizes a hope: that love will sail into the life of the person who catches it. For four guests at Abby's wedding, though, love is the last thing they're looking for. Isn't it ironic, then, that when a whirling ceiling fan disintegrates the carefully crafted nosegay, its pieces fly beyond the crowd of husband-hungry women -and parts end up in the hands of these four hardened observers? See if the bouquet/romance tradition holds true for... Felicity, the love-worn florist who's horrified to see newspaper photos of her bouquet going to pieces. Konnie, the brokenhearted widow who's determined never to let love bloom in her life again. Rosie, the caterer whose dreams are crushed flatter than her wedding cake, destroyed by a clumsy groomsman. Geoff, who quickly hands his flowers to an admiring little girl - and to her big sister, whose love for him is anything but childish. Can God use fragmented flowers to plant seeds of love in fallow hearts? Can He create a bouquet of love from the chaos in these four lives?",romance
The Promise of Your Touch,"Tasked with caring for a handsome, injured captive to ready him for execution, Irish beauty Shivahn Armagh determines to find out whether he is a legendary warrior for Irish independence or an enemy Englishman. Original.",romance
The Lady,"They are the Caradynes, who for over 200 years have bred and trained horses of the finest caliber on Coernanagh. But all is not idyllic at hearth and home. Catriona, the youngest child, longs to ride her family's big jumpers and show horses. Her father Michael, recognizes her gift, but her mother hates the very idea. All is in a stalemate until Lady Selina Healy enters their lives, and provides for Catriona and her father a stunning example of how the reins of power can be held by a glorious, fearless woman.",romance
The Bride of Willow Creek,"Ten years after their impetuous elopement ends in separation, Angie Bartoli sets out to find her long-lost husband, Sam Holland, and resolve their relationship once and for all, finding her way to a small Colorado town where she discovers that her young groom has become a handsome and irresistible man, now the father of two young children. Original.",romance
A Vote for Love,"Donna wonders whether Tad, a candidate for student body president, is interested in her or in her artistic ability after she volunteers to be art coordinator for his campaign.",romance
Blackwood,Teenagers Miranda and Phillips may be the only hope of discovering what happened to 114 people who went missing on Roanoke Island in a mysterious repeat of the disappearance of the islands lost colony hundreds of years before.,romance
One Summer's Night,"Eager to know the full experiences of womanhood, Laurel Carrington leaves her childhood family to pursue a relationship with the enigmatic Dane, a sensual man who has traveled the world but is intrigued by Laurel's innocence. Original.",romance
Wish List,"Lucy, an actress who just can't get a break, is warm, funny, and a total addict for happy endings, except she can't seem to find one for her own life. When the devilishly handsome Byron appears, Lucy thinks she has fallen into her own personalised fairytale, except for the fact that Prince Charming turns out to be a little too bossy for our freewheeling heroine, who discovers she might just be better off with her ex-boyfriend - friendly, funny, familiar Tom. Set in the backstreets and bars of bohemian Melbourne, The Wish List captivates with its warmth, wit and energy.",romance
Love Sucks,"Tired of hearing about how 'love is all you need' and that 'love will conquer all'? Does the idea of balloons, love hearts, boxes of chocolates and birds suddenly appearing make your teeth ache with the sickly saccharine cliched insanity? How about some real talk? It's all a farce. Love sucks. As Charles Bukowski said, 'If there are junk yards in hell, love is the dog that guards the gates.' The reality is, love is a madness that makes fools of all of us, and we're better off without it. Whether you're broken-hearted or just wise to the idiocy of love, know that you're not alone. 'Love Sucks' is a gorgeously illustrated collection of funny, bitter and brutally truthful quotes about how truly terrible love is, from music, film, TV, literature and history's greatest and most jaded minds.",romance
Wayward One,"During ten years at a prestigious academy, Sera has clung to propriety to shield herself from rumors that she is nothing but a bastard. Now she wishes she had never allowed friends to talk her into snooping into the mysterious source of her tuition. Her benefactor isn't the unknown father she dreamed of meeting, but Fletcher Thomas—underworld tycoon, gambling den owner, and a man so dangerously mesmerizing that he could spark the scandal she has worked so hard to avoid. Fletcher is only two steps away from leaving the life of crime he inherited from his father. First he plans to join an aboveboard railroad consortium, then claim the one thing his ill-gotten gains have kept safe all these years—Sera. With every wicked caress, Sera fights harder to remember society's rules—and reject the painful memories his touch resurrects. Accepting Fletcher's love means accepting her past—a risk too great for a woman who has always lived in the shadows. No matter how safe she feels in his arms.",romance
Arkansas,The four McFadden brothers put their lives--and love--on the line in this collection of four compelling novels by one gifted author.,romance
Key West,"Visit the historical part of Key West - accessible only by boat - along with an intriguing cast characters from North America and the Caribbean. Share in their search for refuge and hope as they begin new lives on this eight-square-mile island. Follow Beatrice on a journey from New York to deliver an orphaned boy to his uncle. Will there be A Time to Embrace love - with the owner of a sponge harvesting business - before she must return home? Meet Lizzy, who was born free in the Bahamas but lost her husband in the fight to liberate slaves. When she meets Mo, can Lizzy's Hope bring healing to the scars he carries from his years in bondage? Visit Peg's Southern Treasures gift shop where she closely guards the secret that drove her from Savannah. She makes a new friend in Matt - but will his own secret outweigh the pain of hers? Share Isabela's pain when her conservative Cuban parents refuse to recognize the love she's found. Will One Man's Honor win Isabela's hand in marriage before their time for courtship runs out? Battling forces of nature, human enemies, and their own powerful emotions, these four women make their home where Florida meets the sea in wild tropical beauty. Join them on an emotional journey through time to see if faith and love can endure the rough waves of life.",romance
A Matter of Honor,"Hiding on a ship bound for America, Lorane St. John, a budding botanist, is soon discovered by handsome captain Nicholas Grant who vows to send her home as soon as they reach the shore, but Lorane soon wreaks havoc upon Boston society and his heart, causing Nicolas to choose between true love and honor. Original.",romance
Reckless Love,"Ty MacKenzie comes to take Lucifer, a wild stallion, from Janna Wayland but stays to capture her heart instead; the two join forces to escape from the mountains of the Utah Territory, where El Cascabel and his renegade warriors roam.",romance
A Noble Heart,"Attracted to William Powell, Viscount Lethridge, an aristocrat so infatuated with her cousin that he does not even know she is alive, heiress Felicity Talbot gets her chance when the nobleman is injured in a duel over her cousin and loses his memory. Original.",romance
Death of an Ancient King,"The international prize-winning bestseller, from a hugely popular writer dubbed 'the darling of the booksellers by the French press. 'A magnificent fable about the blindness of war.' Elle for many years, he prepares to give his lovely daughter Samilia away to her official suitor, the prince of the Lands of Salt. The streets outside the palace are filled with rose petals, and gold cloth hangs from every window. But on the eve of the wedding, a lone, mysterious rider appears instead to claim Samilia's hand. Within days, two great nations prepare for a senseless conflict over a beautiful woman; and an old, sad King looks on as his world and his family fall apart...Bursting with colour and raw emotion, and embracing grand themes of loyalty, family, honour and war, Death of an Ancient King is like a lost fragment of a Greek tragedy. Told in a simple, hypnotic prose that gathers beauty with every page, this small, prize-winning jewel of a book is impossible to classify, but the richness of its achievement announces the arrival of a major new literary talent.",romance
Lottie and the Rustler,"After declaring that the man on the wanted poster, Shayne Rosswarne, a.k.a. Colorado Jack, is her husband, dressmaker Lottie Green is shocked when Shayne shows up in her shop and gives her a kiss she will never forget, but unbeknownst to Lottie, Shayne has a hidden agenda--to exact revenge on Lottie's brother-in-law, the man who sent him to prison. Original.",romance
The Best Man,"Archer has four important role models in his life--his dad, his grandfather, his uncle Paul, and his favorite teacher, Mr. McLeod. When Uncle Paul and Mr. McLeod get married, Archer's sixth-grade year becomes one he'll never forget.",romance
There Is But One,"Gina and Charles Martin are young and passionately in love. Their marriage is perfect until Gina learns that she cannot have children. Her husband's failure to understand the effect this has on her precipitates a need for a baby which grows into an obsession. Gradually the young couple's relationship deteriorates until they are little more than strangers and their intense love little more than a memory. Gina hopes first to adopt a baby, then to foster a child, before she seeks a solution outside the law, leading to an unexpected and moving conclusion.",romance
The Goodmans,"The lovely doctor Abby Hart lives in her dream cottage in the quintessential English border town of Ludbury, home to the Goodmans. Maggie Goodman, all fire and passion, is like another mother to her, amiable Richard a rock and 60s-child Celia is the grandmother she never had. But Abby has a secret. Best friend Jude Goodman is the love of her life, and very, very straight. Even if Jude had ever given a woman a second glance, there'd also be the small problem of Maggie - she would definitely not approve. But secrets have a habit of sneaking out, and Abby's not the only one with something to hide. Life is just about to get very interesting for the Goodmans. Things are not what they used to be, but could they be even better? ""If you ever wanted to know how straight women become lesbians, how lesbians fall in love, make love and almost ruin love, The Goodmans is the book for you!"" - TT Thomas",romance
My Way to You,"A woman's journey through tragedy leads to the discovery of love in a novel about hope and survival by New York Times bestselling author Catherine Bybee. When a wildfire nearly destroys Parker Sinclair's family home, it's just one more disaster to add to her mountain of stress. For the past two years, she has shouldered the responsibility of raising her younger brother and sister after their parents' untimely deaths. Forced to leave college for a crappy job that barely pays the bills, Parker manages her family property, which consumes every aspect of her life. Now winter is coming and the forecast isn't spreading sunshine on the dark cloud over her head. The last thing Parker needs is a mudslide destroying everything she has worked so hard to maintain. Colin Hudson's job as a public works supervisor is to protect Parker's property and neighborhood from further damage. But it's a little hard when the owner of the land is a control freak who tries to do everything herself. The hardworking, attractive young woman is far from the ""hot mess"" she claims to be. In fact, her tight grip of control is one of the things that attract him the most. It's also the hardest to crack. Now Colin's working overtime to help Parker open up her heart, trust him, and let him in. As Parker and Colin work together to keep her home and neighborhood safe, they may be in for another disaster. Or they may just realize that sometimes it takes destruction to create something new.",romance
Through My Eyes,"Jill had walked away from the stifling world of wealth and privilege to pursue her dream and escape painful memories. Now she had returned to that world to help her friend Cooper, who had been accused of a crime. Hiring hotshot attorney Peter Hathaway was the best thing for Cooper, but the worst thing for Jill.",romance
The Duke's Boardroom Affair,"How was Victoria Houghton supposed to work for Duke Charles Frederick Mead? The gorgeous royal had never met a woman he couldn't seduce--until now. Victoria despised the duke--and his family. They had gained control of her family business in a hostile takeover, then downgraded her to Charles's personal assistant. Well, there was very little she would personally assist Charles with! She had to resist her burning attraction to him...even as he was kissing her into business-meets-pleasure submission.",romance
Night of Fire,"Enjoying her widowhood and reluctant to ever marry again, beautiful Lady Cassandra St. Ives engages in a long-distance correspondence with a mysterious and intriguing pen pal, but when he invites her to visit his home, Cassandra finds herself swept off her feet by the dashing Count Basilio Montevarchi, despite his long-standing betrothal to another woman. Original.",romance
The Sheriff's Mail-Order Bride,"Laid off and down to her last few dollars, Gina Taylor is desperate to provide for her baby boy when she sees an advertisement for a mail order bride in Marietta, Montana. On just a photo of a serious but handsome man and the charm of his kind, deep voice on the phone, Gina packs up her few belongings and leaves the hardships of San Francisco behind. When widowed deputy sheriff Rory Watson buys a neglected ranch in desperate need of repairs and a homey touch, he realizes how much he misses the companionship marriage offers. His brother found a bride and happiness with an advertisement. Maybe he can too. But Rory gets more than he bargained for when Gina arrives, baby on her hip. Rory can forgive a lot, but Gina never mentioned a baby. His instinct is to send her home, but his uneasy conscience insists she stay-temporarily. Gradually, Rory discovers that Gina's smile, love of country life, and can-do attitude wake up something he never knew was dormant, and the chubby baby reminds him of how much he once wanted a family. Can a down-on-her-luck woman find the home she's always wanted with a man afraid to love again?",romance
"Love Me, Love Me Not","First love, through the eyes of 10 young teenagers; sometimes happy but more often filled with doubt and uncertainty. A series of linked stories, each with a different main character. Ages 12-14.",romance
Dancy's Woman,"Lauren Vandis was sent to the boondocks of Mississippi to persuade Coyle Dancy not to sue her family over a busted oil pipeline that had left his leg in a cast and turned his catfish farm into oily acres of Mississippi mud. Face-to-face with a gorgeous, furious, southern man, Lauren didn't have the nerve to tell Coyle the truth. Instead she pretended to be the nurse sent to help him.",romance
Operation Prom Date,"The summer before they start their freshman year in high school, Susan's best friend, Sally, is determined to find a boyfriend, so she'll have a date for the freshman prom.",romance
Wonderful and Wicked,"A trio of wicked and rakish rascals discovers the wonders of true love, in three romantic tales set in Regency England, including Carola Dunn's ""The Pirate,"" ""The Rogue"" by Valerie King, and ""The Rake"" by Isobel Linton. Original.",romance
Pride and Prejudice,The text of Pride and Prejudice is the 1813 first edition text.,romance
I Married a Sheik,"Sheik Ali El-Etra must present his bethrothed to his people and he wants his new consultant, Faith Martin, to be that woman, but spirited Faith is determined to shatter his egotistical demeanor, even though she finds herself powerfully attracted to him. Original.",romance
The Rich Girl Goes Wild,"The Rich Girl Goes Wild by Leah Vale released on Jul 25, 2002 is available now for purchase.",romance
Sarah's Knight,"A FATHER, FIRST AND FOREMOSTRoyal physician takes leave to help his son. Darkly handsome doctor Sir Dominic Chiara raised female pulses everywhere he went. But few admirers guessed at the torment behind his coolly assessing gaze. Nick's son had stopped speaking--and Nick, who had been knighted for his invaluable service to the royal family, did not know why. Until a beautiful new nanny offered hope...Children's therapist Sarah Hunter answered a royal summons to help Dr. Chiara and his son. But her cover as the nanny was soon blown away by her discovery that the child had witnessed a murder--and by her attraction to his father. Falling in love with a man who treated kings would be foolish, yet as she helped father and child, she couldn't seem to help herself...",romance
Winter Dreams,"Anna lies about her appearance to attract Michael, a recently blinded accident victim, but when surgery promises to restore Michael's sight, Anna fears she will lose him forever.",romance
The Billionaire's Stray Heart,"In this sweet romance one billionaire, a stray puppy, and a beautiful dog trainer discover that love changes everything.",romance
Pride and Porters,Will pride and prejudice prevent these modern-day lovers from living happily ever after?,romance
After Dark,"Aidan Kendrick may be rich, mysterious and hot as anything, but he's also surly, brooding and deeply troubled. Not the kind of guy Sloan Caldwell can really afford to get mixed up with. She's head of the historical society, so her sole interest in the enigmatic newcomer, she keeps reminding herself, is the heritage home he's renovating on Palmer's Island. Right. He's tall, dark and gorgeous spelled with a capital G. Soon Sloan's attention is focused only on the bedroom as she and Aidan give in to a lust that's as intense as it is immediate, and pleasure is the only object…until tragedy interrupts, and they have to catch a killer!",romance
Awakenings,"Fair of face and brave of heart, Rozlynd returns to her ancestral homeland seeking refuge. The last of the Dammai, the bewitching beauty knows nothing of the secret forces that lie dormant within her. For Justin, who fearlessly rules his domain with an iron hand, nothing short of the Dammai's magic will bring his warring people peace.",romance
Except for Grace,"Hurting and ashamed, Kim has vowed she will never again allow herself to become involved with someone who isn't a true, walking-with-God Christian. But then she finds herself attracted to dark, brooding Wyatt. . .and she's sure he can't be good for her. Wyatt Alexander has lived a life of quiet desperation since the accident that killed his wife. He's cut himself off from friends and family and from the God he feels would judge him harshly. He has no time for fun or romance, so why can't he get Kim out of his mind? Will Kim give God control of her life and dreams? Can Wyatt forgive himself? Would God really bring these two together despite their troubled pasts?",romance
Star Bright,"Colonial American beauty Diana Fairbourne is unhappy when she discovers that her aristocratic fiancT, the Marquess of Roxby, does not love her and is drawn into a romantic liaison with a handsome common sailor, who hides his true identity as Captain James Dunham of the Royal Navy and his mission to eliminate her entire family. Original.",romance
Grace,Includes questions for discussion and recipes.,romance
Love Hate and Everything in Between,"Seven couples - seven stories about love, hate, and everything in between. My Homie's Girl - Sage and Zane's relationship has been rocky for awhile. What happens when she confides in his best friend? Things Aren't Always What They Seem - Harper is happily married to the man of her dreams, or so she thinks. Will her feelings change when she ""accidentally"" reads her husband's email? Love Doesn't Hurt - Shayla's abusive relationship with Kurt isn't getting any better and she sees no way out. Until she runs into someone from her past. Will she take a chance? Best Friends - Reign and Kaden grew up like brother and sister and no one believes that they are truly just best friends. When feelings start to change, will they risk their friendship to explore something more? Or are they better off as friends? Trapped - Simone and Omari are friends with benefits. One of them is tired of playing games and wants a true commitment and the other refuses. Will they end up together or end it all? Age Ain't Nothin' But a Number - Coco is at an age where she wants a commitment but is ready to give up on love. When young, successful, and handsome Malcolm gives her what she's been missing, will she let his age stand in the way of happiness? Time Table - Newlyweds, Janelle and Isaiah, are enjoying their first few months of marriage, until a blast from the past shows up and rocks their world. Will they weather the storm or throw in the towel?",romance
Luminescence,"Caught between a dream and reality, Brianna Rafferty finds herself in a unique love triangle between two guys that cast her into the most spellbinding journey of her existence. Orphaned at a young age, Brianna resides with her aunt in the small town of Holly Ridge, North Carolina, where she stumbles into Gavin Mason, the sexy dark and mysterious new guy who defiantly has a secret worth uncovering. Gavin might absorb her days but it was Lukas Devine who had her nights. The boy next door guy of her dreams - literally, Lukas heats up her dreams and blurs her heart. The more time she spends with them, the stranger things become. Her senior year is proving to be anything but ordinary.",romance
Noelle,"After a devastating flood orphaned Noelle Brown, she thought her charming benefactor, Andrew Paige, could be the man of her dreams. So why did his steely-eyed older stepbrother, Jared Dunn, make her heart race and her breath catch in her throat? Desperado turned lawman, Jared had come home to Fort Worth, Texas, ready to leave his dangerous past behind. The green-eyed, feisty young woman his stepbrother had taken in wasn't the gold digger Jared had expected. Far from it: the unconventional, innocent beauty needed his guidance to learn the ways of high society, a task he found surprisingly enjoyable - until she tempted and tormented him with a maddening passion. Rivalry would pit brother against brother, and scandal would rock their lives. Noelle would have to convince a man unwilling to believe in love that only he could still the anguish in her heart - and fulfill the promise of their destiny.",romance
The Cloisonne Locket,"The devastatingly handsome, fabulously wealthy Duke of Rutland was sure that Miss Rosemary Barton was too good to be true—and too beautiful to be good. Surely this extraordinary, lovely young lady had put herself in his path so that she might wind up in his arms—and then in his marriage bed. Just as certainly, she had ingratiated herself with the duke's sister, Annabelle, to gain an ally in her campaign of coquettish conquest. The duke vowed not to be this doxy's dupe. Instead he would strip away her pretenses of propriety to reveal her for the title-hunter she was. And suddenly Rosemary, who knew so little of the world and even less of men, had to fight for her honor against the seductive stratagems and intoxicating advances of this man who thought he had none.",romance
Beyond the Threshold,"Two complete novels by the best-selling author traces the lives of two unforgettable women who are torn between the past and present--Elisabeth McCartney, who is transported back in time and into the arms of Dr. Jonathan Fortner, and Rue Claridge, Elisabeth's cousin, who, while searching for Elisabeth, is also transported back in time where she encounters handsome sheriff Marshal Farley Haynes. Reprint. 150,000 first printing.",romance
Mum's the Word,Roman.,romance
A Little Raw on Monday Mornings,"Gracie Adams, a widowed mother of three, is horrified to discover that one evening's emotional consolation has led to an unexpected pregnancy.",romance
Falling in Love with Chocolate,"Falling in Love with Chocolate is the light-hearted story of two people from different worlds, Juan Carlos and Lacey, who find one another on vacation in a romantic medieval city...They had totally different motivations and agendas for life, yet they fall in love; and in an unexpected twist of fate that surrounds eating chocolates, they learn to believe in the importance of falling in love and staying there before it is too late.Book One of the Dynasty of Love series. Stay tuned for more love stories from the Dynasty of Love series about the Guti�rrez family!",romance
Fly Me to the Moon,"Fresh from ditching the latest suitor with whom her mafioso father set her up, Sofia Ross encounters crooner Ben Estes, a Frank Sinatra wanna-be, who is everything her father despises, and soon the lovebirds are on the run from a hitman, hired by her father, who wants to whack Ben, in this rollicking romance that proves love is worth living for. Original.",romance
Promise Me Love,"After secretly yearning over Chad Harris, Julie is delighted when he takes a job with her family's stable, but her plans to get his attention go awry when his sophisticated ex-girlfriend shows up.",romance
Wishes,"Fifteen years after adopting a desperately wanted baby and changing her name to hide the child's identity, Kate Summers finds her new life threatened by the arrival of Daegan O'Rourke, whose past is strangely entangled with Kate's. Reissue.",romance
No Blueprint for Love,Paula Whittaker is a career architect who falls in love with a contractor while trying to find out who is trying to frame her and why.,romance
Listen to Your Heart,"Delighted by the attentions of Tim Cortland, the boy she has been dreaming of all summer, Lori is puzzled and upset when Tim suddenly turns cold and distant.",romance
The Cowboy's Bride,"Rebecca Stevenson is a dream come true for Joe but the polished professional turns out to be an unlikely match for a hardworking horse trainer. As they explore the countryside together, he prays Rebecca can look beyond their differences to see the wealth of love waiting in his heart.",romance
Heart in Hiding,"By all appearances, Matt Hagen is a disheveled vagrant. But the rugged outdoorsman, who also happens to be a successful businessman, turns Annie Seaton's well-ordered world on its head when he rents a room in her house. Annie relies on proud practicality - not on any man - to survive financial uncertainty and lonely nights. But with unerring instinct, Matt senses her unspoken needs and sets out to fill them. Perversely arrogant one moment, and persuasively charming the next, Matt seems determined to win Annie's trust. But how can she open herself to a man who demands so much - yet promises so little? Francine Rivers is the bestselling author of three RITA Award-winning titles, as well as the recipient of a Christy Award and an Evangelical Christian Publishers Association Award for her Christian fiction.",romance
Wyoming Weddings,Ride through the challenges of life alongside three modern women in Wyoming who are saved by love just when the road is at its roughest.,romance
Valentines and the Road to Ruin,"In Barbara Metzger's Valentines, three women find true love just in time for Valentine's Day, with a little help from Cupid, and in Margaret Evans Porter's Road to Ruin, lovely Nerissa loses her reputation and heart to notorious scoundrel Baron Dominic Blythe. Original.",romance
Marked by Honor,"1363 A.D. - Lady Beatrice Bordel loses her mother and grandfather on the same day, leaving her penniless. With no protector and no prospects for marriage, her future is dismal. Hoping her grandfather's oldest friend will take her in, Beatrice journeys north and is set upon by a band of highwaymen. All seems lost-until Sir Raynor Le Roux arrives. Raynor nurses a broken heart as he returns to his home. He comes upon a scene of horror in the woods and rescues a beautiful woman who stirs strong emotions within him. When he learns that Lady Beatrice travels to her betrothed and is alone in the world, the code of chivalry that guides Raynor's life compels him to escort her so that she may marry her intended. But Beatrice has told Raynor a white lie, trying to protect herself, even as she is drawn to the handsome knight. As their growing attraction turns to love, her dishonesty stands in the way. Will Beatrice admit to her deception and tell Raynor the truth-or will this chivalrous knight turn away from the women he desires? Join Raynor and Beatrice as they travel toward their inevitable destination of love.",romance
Promises from the Past,"Searching for her missing father with nothing more than a few vague memories to guide her, Maggie Westshire is swept into the past, where she meets the handsome Shea Younger, who tempts her to abandon her quest. Original.",romance
A Passionate Magic,"Lady Emma is sent as a peace offering for two feuding Cornwall families to Dain of Penruan, and she is prepared to assume her wifely duties in his castle at the edge of the cliffs. Upon seeing Dain for the first time, she senses he is the man from her most intimate visions. And while Dain attempts to scorn the daughter of his father's hated rival, he can not ignore her lush curves.",romance
His Marriage Bonus,Romance didn't interest high-powered shipping executive Mitch Deveraux. But once the chief business rivel of the Deveraux family offered his lovely daughter's hand in marriage as bait for a merger--everything changed. Lauren Heyward would have any man running straight to the altar. And now it seemed Mitch's much-guarded heart might be in danger of a romantic takeover!,romance
For the Sake of Her Child,"For The Sake Of Her Child by Kate Welsh released on Jul 24, 1998 is available now for purchase.",romance
The Dark Highlander,"While delivering an artifact to playboy Dageus MacKeltar, Chloe Zanders discovers that he is really a sixteenth-century Highlander possessed by a coven of evil Druids who plan to take over the world as soon as they take over Dageus.",romance
Ruined by Moonlight,"Lord Heathton, at the behest of the Morrow family, must find Lady Elena Morrow, the reigning belle of the ton, who has mysteriously disappeared at the same time London's most notorious rake goes missing before the story spreads through high society and ruins Elena's reputation. Original.",romance
Home for Love,"Home For Love by Ellen James released on Mar 23, 1990 is available now for purchase.",romance
Shine,"Angels are all around us, they get drunk off espresso, wear clothes like normal human beings and yes even have families like the rest of human society. These were just a few of the things Elizabeth was about to learn. Photographer and graphic artist, Elizabeth is out in the middle of the country taking pictures of a cloudy sky when she witnesses an angel descend through rays of light. Shocked, she passes out. Upon awakening, Elizabeth sees Samuel kneeling next to her calling her name with a voice so pure she's sure it isn't real. Samuel pops in and out of her life, confusing her as to what's real and what isn't. The two of them fall in love, sending Elizabeth on the adventure of a lifetime. Will their love be strong enough to fight against the darkness that surrounds them? ""Captivating. That's how I felt about this book."" --Alexandria Weis",romance
For Love of Mitch,"For Love Of Mitch by Cheryl Wolverton released on May 25, 2000 is available now for purchase.",romance
Secret Vows,"Forced into marriage against her will, Catherine of Somerset finds herself falling in love with the handsome Baron Grayson de Camville, the husband she must betray and destroy or suffer severe punishment for her failure. Original.",romance
Once Upon a Kiss,"Dominique agrees to wed Graeham, the Dragon Earl of Drakewood, at the insistence of her calculating brother but finds herself irresistibly drawn to Graeham's twin brother, Blaec, and together they discover her brother's evil reason for the betrothal. Original.",romance
Follow that Boy,Kristy is desperately homesick when she moves to Hawaii. Jason teaches her to like the ocean breezes of her new home. Then she catches sight of a boy who looks just like her old boyfriend. She realizes she must choose between the past and Jason.,romance
Stormy Rain,Khari begins to make slurping sounds as his tongue plays with my pearl causing me to shiver in ecstasy. I can't help but to release all of my frustrations into his mouth. My body begins to feel as if I am having convulsions suddenly. The feeling is mesmerizing. My eyes rolls in the back of my head. I clinch to the sheets so hard that my nails digs into the palms of my skin. My toes tighten as a result I swear I heard a few of my bones popping in my toes. Stormy Rain takes you into the world of 3 people that lives are flipped upside down. When secrets and lies comes to life there's no telling what can happen next. A love story gone wrong can take anyone through some dilemmas while questioning their relationship. A couple that loves one another and have future plans together thinks nothing can come between them. But when the past comes to hunt both of them how can they survive it? But then there is this one person that has love in their heart. This love has been base on lies and a lustful heart. What makes a person think that they can have someone that isn't theirs?,romance
The Pirate's Jewel,"A pirate's beautiful daughter goes in search of the tantalizing riches promised in a treasure map, unaware that the handsome rogue who assists her is really the man who killed her father.",romance
Mountain Laurel,"Mountain Laurel by Kate Welsh released on Sep 24, 2002 is available now for purchase.",romance
A Soldier in Conard County/the Marine's Secret Daughter,"A Soldier In Conard County - Rachel Lee When he first arrives in Conard County, Sergeant Gil York's licking the wounds of combat ¿ and mourning a beloved friend. But when he meets his fallen buddy's cousin, Miriam Baker, the troubled hero feels alive in a way he hasn't in years. Gil's walls are high...but Miri might just be the one to scale them right into his heart. The Marine's Secret Daughter - Carrie Nichols Years have passed since Marine Sergeant Riley Cooper last held his best friend's sister in his arms. Bound for Afghanistan, he believed walking away from Meg McBride was the kindest thing he could do. Now that he's home, Riley doesn't blame Meggie for hating him. But she hasn't told him everything. And he hasn't met the little red-haired girl whose grey eyes so resemble his own...",romance
The Smuggler's Bride,"When an ill-advised prank draws headstrong, mischievous Lady Rosalind Yardley into the arms of a mysterious smuggler, Rafe Lawless, Viscount Pershing, she finds herself caught up in a perilous and deadly plot in which the very security of England is at stake. Original.",romance
A Fabulous Husband,The Colonel has a surfire prescription for the Doctor.,romance
Once Upon a Time--,"When her lover, John Mitchell, falls into a coma the week before their wedding, Kelly Russell learns to overcome the loss and rebuild her life only to have Mitch recover and steal her heart again",romance
The Love Knot,"All her life, Catherine Clifford has dreamed of finding a true and gentle love. And the spirited beauty is certain to find such a man at the elegant court of Richard II. But is the dashing knight who awakens her to passionate bliss really an arrogant scoundrel after her family's fortune?",romance
