title,description,genre
bake gyamon,sashiro makes it to the final four and is faced with some difficult competition including the reigning champion of baka egyamon the monster who originally created the game ,fantasy
the lost scrolls,if you are reading this you have uncovered one of the four hidden scrolls i have compiled about the world of avatar  this scroll contains all of the knowledge that i have gathered so far about the water tribes  their history and culture and the great tales of their past and present  katara recounts her discovery of the avatar in the iceberg sokka remembers his childhood upon seeing their father's old friend and aang tells of his lessons with the waterbending master in the north  the scroll also contains information about waterbending moves healers water tribe traditions and much more page 4 of cover ,fantasy
between death and heaven,phil and lillian suffer a fatal case of food poisoning but they come to in the grey area of life after death  as they try to figure out what comes next and how to get there they come across gatekeepers and housekeepers ghosts and magicians guardians and mercenaries and quickly realise that they have to sort out the good guys from the bad if they are to find closure to their surreal experience ,fantasy
others see us,when an accidental dunking in toxic waste gives sixteen year old jared the ability to read minds he discovers horrifying secrets about family members at the summer reunion  sixteen year old jared falls into a toxic swamp just before the yearly summer reunion at grandmother's house  he comes away with the ability to visit other people's minds and things get very complicated very quickly  he discovers that his beautiful cousin annalise is a sociopath responsible for the death of another teenage girl and that his ironfisted grandmother is an accomplished thief with even stronger mind reading capabilities than his own  grandma has her own theory about how to handle annalise and it includes exposure to the mind expanding toxins  a confrontation of wills ensues with grandma ruthlessly bending others to her purpose  mind visits family secrets and unusual characters will make sleator's story easy to booktalk beyond the sf and fantasy genres ,fantasy
olivia kidney,twelve year old olivia explores her new apartment building and finds a psychic talking lizards a shrunken ex pirate an exiled princess ghosts and other unusual characters ,fantasy
birth of the firebringer,aljan the headstrong son of the prince of the unicorns becomes a warrior and discovers his destiny in his people's struggle against the hideous wyrms usurping their land ,fantasy
ponyo, the two become fast friends and are swept away on an incredible adventure  he tries to resume his normal family life but soon an enormous storm rolls into the small seaside town where he lives,fantasy
the merlin conspiracy,roddy and nick two teenagers with magical powers they are just learning to use find that they must work together to save roddy's home world of blest from destruction by power hungry wizards ,fantasy
the high king,in this fifth and final chronicle of prydain the forces of good and evil meet in ultimate confrontation ,fantasy
the wonderful wizard of oz,after a cyclone transports her to the land of oz dorothy must seek out the great wizard to return to kansas ,fantasy
tuck everlasting,the tuck family is confronted with an agonizing situation when they discover that a ten year old girl and a malicious stranger now share their secret about a spring whose water prevents one from ever growing any older ,fantasy
van gool's gulliver's travels in lilliput,retells the story of a shipwrecked englishman and his adventures among the little people of lilliput ,fantasy
sender unknown,mark receives catalogs  not just any catalogs but the most obscure toy catalogs he has ever seen  and then on a whim he decides to order from one of them  action figures  maybe he should have thrown the catalogs away because now he has his hands full and there are no refunds and no returns ,fantasy
shadowmagic,conor thinks he is an average teenager until he is kidnapped and transported to the ancient celtic land of tir na nog where he must save the land from an evil tyrant before being able to return home ,fantasy
the final battle,who will live and who will die will mata nui at last awaken to rule his universe once more when this final battle is over everything in the bionicle universe will have changed forever  page 4 of cover ,fantasy
written in my own heart's blood, the story unfolded from there in seven bestselling novels and cnn has called it a grand adventure written on a canvas that probes the heart weighs the soul and measures the human spirit across [centuries]  1778: france declares war on great britain the british army leaves philadelphia and george washington's troops leave valley forge in pursuit  at this moment jamie fraser returns from a presumed watery grave to discover that his best friend has married his wife his illegitimate son has discovered (to his horror) who his father really is and his beloved nephew ian wants to marry a quaker  meanwhile jamie's wife claire and his sister jenny are busy picking up the pieces  the frasers can only be thankful that their daughter brianna and her family are safe in twentieth century scotland or not  in fact brianna is searching for her own son who was kidnapped by a man determined to learn her family's secrets  her husband roger has ventured into the past in search of the missing boy never suspecting that the object of his quest has not left the present  now with roger out of the way the kidnapper can focus on his true target: brianna herself,fantasy
waterfall,eureka a girl whose tears have the power to raise the lost continent of atlantis and who travels across the ocean with cat her family and ander the gorgeous and mysterious seedbearer who promises to help her has the chance to save the world might have to give up everything even love ,fantasy
finn finnegan,a thirteen year old apprentice and his master are descended from a magical warrior race in ireland  they must try to locate the spear of tuatha de danaan the only weapon that can destroy their goblin like enemies the amadan  but young finn maccullen must also keep his identity a secret from his new friends rafe and savannah who come from south africa  the twins' history may hold a key to finn's survival ,fantasy
alias hook,every child knows how the story ends  the wicked pirate captain is flung overboard caught in the jaws of the monster crocodile who drags him down to a watery grave  but it was not yet my time to die  it's my fate to be trapped here forever in a nightmare of childhood fancy with that infernal eternal boy  meet captain james benjamin hook a witty educated restoration era privateer cursed to play villain to a pack of malicious little boys in a pointless war that never ends  but everything changes when stella parrish a forbidden grown woman dreams her way to the neverland in defiance of pan's rules  from the glamour of the fairy revels to the secret ceremonies of the first tribes to the mysterious underwater temple beneath the mermaid lagoon the magical forces of the neverland open up for stella as they never have for hook  and in the pirate captain himself she begins to see someone far more complex than the storybook villain  with stella's knowledge of folk and fairy tales she might be hook's last chance for redemption and release if they can break his curse before pan and his warrior boys hunt her down and drag hook back to their neverending game in this beautifully and romantically written adult fairy tale perfect for fans of gregory maguire and paula brackston ,fantasy
black dog,ava has spent the last hundred years as a hellhound the indentured servant of a reaper who tracks down errant souls and sends them to hell  when a human necromancer convinces her to steal her reaper's scythe ava lands in hot water with the demon lilith her reaper's boss  lilith orders ava to track down the last soul in her reaper's ledger or die trying  but when ava discovers that lilith actually sent her after the fallen angel azrael she realizes she's being used as a pawn in lilith's scheme to usurp the throne of hell  ava's had enough  after a hundred years of being used and enslaved it's time for some payback  and hell's never seen a fury like hers  ,fantasy
such sweet sorrow,though they're parted by the veil between the world of mortals and the land of the dead romeo believes he can restore juliet to life but he'll have to travel to the underworld with a thoroughly infuriating guide  hamlet prince of denmark  who sees an opportunity for adventure and the chance to avenge his father's death ,fantasy
goblins,young skarper has always been a different sort of goblin more interested in knowledge and information than eating and throwing rocks and it gets him into trouble but it may also be the key to saving clovenstone from a dark sorcerer ,fantasy
blood oranges,my name's quinn  if you buy into my reputation i'm the most notorious demon hunter in new england  but rumors of my badassery have been slightly exaggerated  instead of having kung fu skills and a closet full of medieval weapons i'm an ex junkie with a talent for being in the wrong place at the right time  or the right place at the wrong time  or     whatever  wanted for crimes against inhumanity i (mostly) didn't commit i was nearly a midnight snack for a werewolf until i was saved by a vampire calling itself the bride of quiet  already cursed by a werewolf bite the vamp took a pint out of me too  so now     now well you wouldn't think it could get worse but you'd be dead wrong ,fantasy
frozen fever,elsa and kristoff are planning anna's birthday celebration but elsa's icy powers may get in the way ,fantasy
the sentinel, stubbornly clinging to his family's worship of a long forgotten god kleef kenric soon discovers that his god has blessed him with divine gifts making him one of a new group of chosen cropping up around the realms  this divine gift makes him an excellent ally and a target for those who wish corral his powers  after battling his way out marsember a city besieged on all sides in the wake of the sundering he becomes swept up in the mission of a group of odd allies a warrior noblewoman an accomplished thief and a mysterious short pudgy man exuding a faint odor of decay  with the forces of shade tracking their every step they travel to the underdark to thwart the rise of the goddess of death but before long kleef learns that his allies hide dangerous secrets secrets that could destroy not only kleef but the very fabric of the forgotten realms  ,fantasy
six rainbow magic stories!,join the fairies and their friends for some very special adventures ,fantasy
upside down,harold is a friendly young vampire who lives in a piano and loves candy  pretty normal huh until he sets out for a dentist appointment that turns into the biggest adventure of his life now he'll face bats witches magic spells vampire frogs mad scientists and so much more it's a wild magical romp for all ages perfect for halloween or any time at all publisher's web site ,fantasy
the london stone, only mona and the new seer dare to stand against him leading an underground rebellion in the frozen wasteland but what chance do they have against both the army of the mad and arnold mather's soldiers there is still hope: if they can recruit a banished race to their cause maybe fin and his friends can force a final battle against the dark king  but the aid will be hard won through an almost impossible quest and even then there are no guarantees  it will come down to three friends standing together against all odds  and fulfilling their destinies whatever the cost page 4 of cover ,fantasy
fair wind to widdershins,trundle boldoak the badger jack nimble the bard and the roamany hedgehog princess esmeralda lightfoot are looking for the crown of iron to help them re unite the sundered lands  on the way they must face captain grizzletusk and his pirate hordes a deadly reef of rocks across their path and armed guards patrolling their destination  suggested level: primary intermediate ,fantasy
touch of death,jodi marshall isn't sure how she went from normal teenager to walking disaster  one minute she's in her junior year of high school spending time with her amazing boyfriend and her best friend  the next she's being stalked by some guy no one seems to know  after the stranger alex reveals himself jodi learns he's not a normal teenager and neither is she  with a kiss that kills and a touch that brings the dead back to life jodi discovers she's part of a branch of necromancers born under the 13th sign of the zodiac ophiuchus  a branch of necromancers that are descendants of medusa  a branch of necromancers with poisoned blood writhing in their veins  jodi's deadly to the living and even more deadly to the deceased  she has to leave her old normal life behind before she hurts the people she loves  as if that isn't difficult enough jodi discovers she's the chosen one who has to save the rest of her kind from perishing at the hands of hades  if she can't figure out how to control her power history will repeat itself and her race will become extinct ,fantasy
pacific fire,i'm sam  i'm just this guy  okay yeah i'm a golem created from the substance of his own magic by the late hierarch of southern california  with a lot of work i might be able to wield magic myself  i kind of doubt it though  not like daniel blackland can  daniel's the reason the hierarch's gone and i'm still alive  he's also the reason i've lived my entire life on the run  ten years of never ever going back to los angeles  daniel's determined to protect me  to teach me  but it gets old  i've got nobody but daniel  i'll never do anything normal  like attend school  or date a girl  now it's worse  because things are happening back in la  daniel seemed to think only he could stop them  now daniel's been hurt  i managed to get us to the place run by the emmas  (many of them  all named emma  it's a long story ) they seem to be healing him but he isn't going anyplace soon  do i even have a reason for existing if it isn't to prevent this firedrake from happening i'm good at escaping from things  now i've escaped from daniel and the emmas and i'm on my way to la  this may be the worst idea i ever had ,fantasy
magic zero,timothy is a freak a weakling an impossibility  he's the only person in existence without magical powers and has spent his entire life hidden on a remote island  when timothy is finally taken back to the city of this birth he is fascinated by the current of magic that fuels the world and mesmerized by the buildings and orbs that hang weightlessly in the sky  but he is also marked for death  assassins are watching his every move and the government wants him destroyed  timothy can't imagine what threat he could possible pose after all he wields no power in this world  or does he ,fantasy
the lute player,the king who loves adventures is imprisoned during one of his long journeys  when the queen sets out to find her husband she must travel in disguise  this is a tale of love devotion and ingenuity from the days of medieval russia  includes special educational sections: words to know what do you think and about russia ,fantasy
wish you weren't,when marten makes an impulsive wish during a meteor shower he doesn't actually expect his annoying little brother to disappear  now he has to make things right travels back to his past and is racing against time to fix the situation ,fantasy
groogleman,when thirteen year old dan journeys to the dead lands to rescue the village healer kidnapped by the grooglemen he discovers strange things about himself and the world ,fantasy
song of the sword,a teenage girl inherits the power of the lady of the lake  can this troubled teen and her brainy sidekick stop the ruthless sorcerer ,fantasy
torn, the text contains mild profanity and sexual references  book  1,fantasy
wizard in wonderland,joel and gemma are enjoying a visit to wonderland with their friend junior wizard ben muzzy when his magic broomstick is stolen by the airy fairies ,fantasy
blaze the ice dragon,the volcano at stonewin is frozen over  book  23,fantasy
gill grunt and the curse of the fish master,as sea creatures gang up on the landlubbers of skylands and the mermaids of last chance cove abandon their underwater kingdom gill grunt embarks on an incredible adventure  book  2,fantasy
the twistrose key,after a mysterious key arrives for her eleven year old lin rosenquist finds a crack in the cellar a gate to the world of sylver  this frozen realm is the home of every dead animal that ever loved a child  lin is reunited with rufus thepet she buried under the rosebush and together they must find the missing winter prince in order to save sylver from destruction after finding a mysterious key eleven year old lin finds herself in the wintry world of sylver where all the inhabitants were once either beloved pets or tamed wild animals  lin must find the missing winter prince before she can return home ,fantasy
sorrow's knot,otter is a girl of the shadowed people a tribe of women and she is born to be a binder a woman whose power it is to tie the knots that bind the dead but she is also destined to remake her world otter is a girl of the shadowed people a tribe of women and she is born to be a binder a woman whose power it is to tie the knots that bind the dead but she is also destined to remake her world ,fantasy
wizard's return,the four companions struggle to preserve their unity when they attempt to free the last wizard ,fantasy
wolfsbane,rory macseth kept a virtual prisoner in his own father's dun and hunted by the sithe queen escapes to the otherworld where he tricks hannah falconer also trapped by circumstance into crossing the veil with him  meanwhile seth macgregor fighting to keep his clan safe from the malevolent queen kate is shocked to learn who is leading an attack against the clan after years of stalemate ,fantasy
the dark world,paige kelly (who also talks to the dead) finds herself smack in the middle of a centuries old battle between warlocks and demons learning to fight with a magic sword so that she can defend herself with the help of a practiced demon slayer logan bradley ,fantasy
magic delivery,nick is a natural born businessman  his schoolmates think he's a heartless hustler but secretly he's just trying to earn money to help his mother who works two jobs  eager to be part of the popular circle nick wheedles an invitation to hayley's upcoming halloween party by agreeing to get her the answers to a test  his goofy friend burger wants to be part of the deal too and he nearly blows it for nick but desperate hayley finally caves  nick and burger are riding home high on their success even on their old beat up bikes when they see a delivery van careen off the side of the road  the boys could have sworn that the driver was a bear       but that couldn't be right  or could it when two boys stumble upon a seemingly abandoned truckload of costumes they think they have hit the jackpot  there's just one small catch: the costumes are bewitched  the plot contains violence ,fantasy
divide and conquer,dak sera and riq might be in over their heads when they attempt to stop a viking invasion dak sera and riq might be in over their heads when they attempt to stop a viking invasion of medieval paris  book  2,fantasy
fearless,jacob reckless journeys to the mirrorworld to tell his shapeshifting friend fox that a fairy curse a deadly moth in his chest means he has only one year to live  the journey in mirrorworld turns into a search against time and against a goyl treasure hunter for an enchanted crossbow which is known to strike down any army it faces and less well known for its healing power when shot by a loved one jacob reckless journeys to mirrorworld to tell his shapeshifting friend fox that a fairy curse a deadly moth in his chest has left him with only months to live  the plot contains graphic violence  book  2,fantasy
of triton,when her mother's reappearance in the syrena world turns the two kingdoms  poseidon and triton  against one another emma must risk everything she loves and reveal herself  and her gift  to save a people she's never known when her mother's reappearance in the syrena world turns the two kingdoms poseidon and triton against one another emma must risk everything she loves and reveal herself and her gift to save a people she's never known  book  2,fantasy
olympus at war,reborn as the flame 13 year old emily has saved olympus from destruction but when the gruesome nirads begin a new invasion emily and her friends become entangled in the conflict as old grudges are unearthed and new enemies are discovered ,fantasy
sybil the backpack fairy,nina learns that she was given a backpack fairy to save the world of fairies and to prevent the destruction of her world ,fantasy
adventure time presents marceline and the scream queens,follows princess bubblegum and marceline's paranormal rock band's tour of ooo as they confront scenesters beasts born of self doubt and other challenges in a tale with other stories about the same characters interspersed among the episodes ,fantasy
this mess,while daddy makes spaghetti sauce in the kitchen elizabeth sophia and salvatore clean up the mess in the living room and give it a fantastic appearance ,fantasy
among the stars,still trapped in the ever after ten year old may bird struggles to decide whether to save her ghostly friends' world from the evil bo cleevil or to return to her home ,fantasy
foulsham,at the iremonger mansion set in the trash heaps of an alternate victorian london grandfather umbitt iremonger has found a way to make objects assume the shapes of people and how to turn people into objects  will outcast grandson clod transformed into a gold coin and servant girl lucy (now a discarded button) be found and returned to human form  ,fantasy
cardfight!! vanguard,the basis of the hit trading card game and animation franchise cardfight vanguard is a modern fantasy tale of trading card playing and making friends through gaming  story locale: tokyo ,fantasy
winter falls,when a new family moves into town sixteen year old alessia learns that she is a member of the benandanti a cult of warriors capable of transforming into animals ,fantasy
the pirate's curse,be the hero in this exciting adventure join tom and his companions on a brand new beast quest where your decisions determine the outcome  sanpao the pirate king has returned to terrorize avantia bringing with him two fearsome beasts: polkai the shark man and dredda the tunneling menace ,fantasy
the boy who lost fairyland,a young troll named hawthorn is stolen from fairyland by the golden wind and becomes a changeling in our world a place no less bizarre than fairyland in his eyes ,fantasy
trollhunters,everything changes for san bernardino teenage suburbanite jim sturges when a 45 year old mystery resurfaces threatening the lives of everyone in his seemingly sleepy town  soon jim has to team up with a band of unlikely (and some un human) heroes to battle the monsters he never knew existed ,fantasy
pokémon,x is depressed and staying in his room seeing no one  then there is an attack on the hometown of x and y and they must spring into action ,fantasy
crown of three,family secrets combine with fantasy in this epic tale of battle magic strange creatures power and fate agame of thrones for a younger audience  toronia a kingdom composed of three realms is wracked with civil war  king brutan rules with an iron fist  cruelty and suffering abound  the kingdom s only hope comes in the form of brutan s illegitimate triplets prophesied to kill the king and rule together in peace  but the road to the throne is long and bloody  separated at birth and scattered throughout the realms the triplets face a desperate fight to secure their destiny  will they survive long enough to rule ,fantasy
the sorcerer of the wildeeps,since leaving his homeland the earthbound demigod demane has been labeled a sorcerer  with his ancestors' artifacts in hand the sorcerer follows the captain a beautiful man with song for a voice and hair that drinks the sunlight  the two of them are the descendants of the gods who abandoned the earth for heaven and they will need all the gifts those divine ancestors left to them to keep their caravan brothers alive  the one safe road between the northern oasis and southern kingdom is stalked by a necromantic terror ,fantasy
true son,four months ago taemon was able to stave off an invasion by the republikite army by using tricks to convince his enemies that the people of deliverance still had the telekinetic ability known as psi  now though the truth of his deception has come to light and the republik is prepared to mount another attack led by general sarin and his son gevri  once an ally gevri is fuming over taemon s perceived betrayal  now that his father has put him in charge of a special archon unit gevri is ready to exact revenge on his foe and with deliverance securely in the control of the republik to end the centuries long war between the republik and the nau nations  book  3,fantasy
swords for hire,in the ancient kingdom of parnall sixteen year old sam hatcher and an eccentric royal guard set out on a mission to rescue the rightful king who has been imprisoned in a faraway dungeon by his evil brother ,fantasy
treekeepers,searching for her father bird joins three other children issie dren and stoke on a journey to the kingdom of wen to overthrow the evil lord rendarren ,fantasy
meet doctor dolittle,an introduction to doctor dolittle that explains why he changed from being a people doctor to one who treated animals ,fantasy
team spirit!,trouble comes in threes and if they want to save the day the squaddies have to act like a team even when they do not get to work with the team members they like best ,fantasy
the grave robber's apprentice,hans a foundling raised by a grave robber helps countess angela gabriela nearly thirteen when she is torn away from her dream of being a professional puppeteer by an evil archduke out to destroy her and her parents ,fantasy
the essence,seventeen year old charlaina charlie hart has defeated the tyrant queen sabara and taken control of ludania only to have sabara's soul fuse itself with her own ,fantasy
call to war,tanner his companions and the beasts continue their quest to retrieve the pieces of the mask of death but lord derthsin's evil armies swarm over the land and his control over the people of avantia continues to grow until it seems that only the beasts and their riders stand in his way ,fantasy
barbie in a mermaid tale,merliah discovers she is a mermaid princess and must go to oceana to rescue her mother from the evil eris ,fantasy
hereville,longing to fight dragons over taking the advice of various family members spunky ten year old mirka herschberg hones her skills in her orthodox jewish community before accepting a challenge from a witch to defeat a giant troll ,fantasy
the space between,while wondering if she has a talent for animals lainey along with her three friends and the fairies of pixie hollow discovers a passage between earth and never land ,fantasy
puss in boots,puss describes how his friendship with humpty alexander dumpty made him an outlaw how he met the beautiful kitty softpaws and tried to redeem himself only to be betrayed and how he humpty and kitty made an effort to set things right ,fantasy
crap kingdom,tenth grader tom parking's dream of being swept away to a fantasy land where he becomes a hero nearly comes true when he finds himself the chosen one of a nameless world the most annoying least cool place in the universe ,fantasy
heart of stone,when a strange white sand invades the harbor town of wellow and land begins shifting verity gallant finds clues in ancient books and with her friends tries to stop the earth witch's evil plan to deprive the world of happiness as she was once robbed of her true love  ,fantasy
sword of the bright lady,christopher sinclair goes out for a walk on a mild arizona evening and never comes back  he stumbles into a freezing winter under an impossible night sky where magic is real  but bought at a terrible price  a misplaced act of decency lands him in a brawl with an arrogant nobleman and puts him under a death sentence  in desperation he agrees to be drafted into an eternal war serving as a priest of the bright lady goddess of healing  but when marcius god of war offers the only hope of a way home to his wife christopher pledges to him instead plunging the church into turmoil and setting him on a path of violence and notoriety  to win enough power to open a path home this mild mannered mechanical engineer must survive duelists assassins and the never ending threat of monsters with only his makeshift technology to compete with swords and magic  but the gods and demons have other plans  christopher's fate will save the world     or destroy it ,fantasy
girl on a wire,sixteen year old jules maroni's dream is to follow in her father's footsteps as a high wire walker  when her family is offered a prestigious role in the new cirque american it seems that jules and the amazing maronis will finally get the spotlight they deserve  but the presence of the flying garcias may derail her plans  for decades the two rival families have avoided each other as sworn enemies  ,fantasy
the peculiar,after humans win the faery wars in england a half human half faery child scorned by both races finds himself at the center of a web of intrigue and danger when he is stalked by a sinister faery ,fantasy
the sacred river,harriet heron an overprotected and reclusive invalid leaves victorian london with her mother louisa and god fearing aunt yael for a trip to volatile egypt where the trio's sense of empowerment is threatened by louisa's long hidden past ,fantasy
bob bodden and the good ship rover,bob bodden sets sail as cabin boy on the rover a ship so long that it takes him nearly three voyages around the world to deliver a message from the captain to the second mate ,fantasy
pure magic,johnny forms a friendship with the new boy at school but is puzzled by his strangeness ,fantasy
the golden band of eddris,when their mother sends keld and elylden away she gives each a special gift to help them on their journey and these gifts of power and prophecy aid them when they encounter the evil witch edderis ,fantasy
the silver bird,guided by whisper her inner voice aisling embarks on a dream journey to wondrous realms of mystical meditation ,fantasy
your owl friend,a boy and his owl friend share their special feelings about the night ,fantasy
joe-joe's first flight,forbidden to fly because of their color joe joe and the men who clean and repair airplanes in the 1920s are so discouraged that the moon cannot even shine until joe joe's determination lures the moon back  includes a history of african american pilots ,fantasy
the book of the dun cow,good struggles with evil as chauntecleer the rooster fights against the mysterious wyrm ,fantasy
willow,in a magical land a poor farmer is entrusted with the care of an infant who is destined to become a good and wise queen and bring about the downfall of the evil sorceress who is the present queen ,fantasy
fog magic,a child of nova scotia who loves the fog is transported by it to a secret world of her own ,fantasy
the cat at the wall,a cat sneaks into a small palestinian house on the west bank that has been commandeered by two israeli soldiers  the house seems empty until the cat realizes that a little boy is hiding beneath the floorboards  should she help him after all she's just a cat  or is she she was once a regular north american girl but that was before she died and came back to life as a cat  when the little boy is discovered the soldiers don't know what to do with him  it is not long before his teacher and classmates come looking for him and the house is suddenly surrounded by palestinian villagers throwing rocks and the sound of israeli tanks approaching  as the soldiers begin to panic and disaster seems certain the cat knows that it is up to her to diffuse the situation  but what can a cat do what can any one creature do ,fantasy
the raven's shadow, the desert of gimrael is aflame with violence and in the far north an ancient hatred is about to spill over into the renewal of a war that a thousand years ago forged an empire  this time it may shatter one  wrestling with his failing grip on the power of the song and still trying to come to terms with the horrifying events he witnessed in el maqqam gair returns to the mainland with only one thing on his mind: vengeance  it may cost him his life but when everything that he had to live for is being stripped away from him that may be a fair price to pay  old friends and old foes converge in a battle of wills to stem the tide of the nimrothi clans as they charge south to reclaim the lands lost in the founding wars  if they succeed the rest of the empire may be their next target  and with the wild hunt at their head the overstretched imperial army may not be enough to stop them ,fantasy
the waking engine,welcome to the city unspoken where gods and mortals come to die  contrary to popular wisdom death is not the end nor is it a passage to some transcendent afterlife  those who die merely awake as themselves on one of a million worlds where they are fated to live until they die again and wake up somewhere new  all are born only once but die many times  until they come at last to the city unspoken where the gateway to true death can be found  wayfarers and pilgrims are drawn to the city which is home to murderous aristocrats disguised gods and goddesses a sadistic faerie princess immortal prostitutes and queens a captive angel gangs of feral death boys and charnel girls  and one very confused new yorker  late of manhattan cooper finds himself in a city that is not what it once was  the gateway to true death is failing so that the city is becoming overrun by the dying who clot its byzantine streets and alleys  and a spreading madness threatens to engulf the entire metaverse,fantasy
the door in the moon,while jake and sarah are pulled through the obsidian mirror landing in the violent unpredictable time of the french revolution oberon venn must decide between staying mortal or losing his soul in the faerie realm ,fantasy
the burning crown,the elven crown has been taken by demon possessed minions who control the gateway that lead to a magical land of elves dwarves dragons and other magical creatures  miranda and her friends are trying to find an alternative gateway into the parallel worlds ,fantasy
a royal wedding,king crunch and queen sweetie request the honor of your presence at the marriage of their daughter princess lolli to prince scoop please help us celebrate this sweetest of days in sugar valley page 4 of cover ,fantasy
to walk the night,kat redding is a vampire and is also known as lady death for killing her own kind in order to protect human purebloods  but now a vampire count is intent on merging his house with a werewolf cult tp create a force of terrifying power  can kat stop the count before her own dark nature rises to the surface and costs her whatever is left of her humanity ,fantasy
the wanderers,when a mistake during a circus performance reveals their true abilities flo and other shape shifting orphans are forced to flee to escape the hunters who capture and kill their kind ,fantasy
fairytales for girls,sleeping beauty cinderella little red riding hood goldilocks and the three bears hansel and gretel  15 timeless well loved fairy tales are retold in this beautifully illustrated collection  rich in fantasy and tradition these classic tales introduce children to the magic of story telling  a book to keep to return to to read again and again  a book to treasure ,fantasy
mouseheart,the warriors series meets redwall in this first book in an epic animal adventure series set in the subway tunnels of brooklyn  hopper is just an ordinary pet shop mouse before he escapes  soon he finds himself below the bustling streets of brooklyn deep within the untamed tangles of transit tunnels and in atlantia a glorious utopian rat civilization  but all is not what it seems  though hopper is treated as a royal guest he misses his siblings that he lost in the escape attempt  that and atlantia is constantly threatened by the rebels who wish to bring the city to its knees  and there are cats everywhere in atlantia cats that leave the citizens unharmed and no one can seem to answer why  soon hopper is caught in the crosshairs of a colossal battle one that crosses generations and species  as the clashes rage hopper learns terrible extraordinary secrets: deadly secrets about atlantia  painful secrets about his friends and one powerful secret about his destiny    ,fantasy
an inheritance of ashes,now that the strange war is over sixteen year old hallie and her sister struggle to maintain their family farm waiting to see who will return from the distant battlefield soon hiring a veteran to help them but as ugly truths about their family emerge hallie is taking dangerous risks and keeping desperate secrets while monsters and armies converge on the small farm ,fantasy
the crossing of ingo,sapphy and her brother conor have been called to take part in an ancient and dangerous coming of age ritual but ervys and his followers are determined to stop them ,fantasy
a royal wedding,king crunch and queen sweetie request the honor of your presence at the marriage of their daughter princess lolli to prince scoop please help us celebrate this sweetest of days in sugar valley page 4 of cover ,fantasy
carrots don't talk!,a boy is astonished at a talking carrot ,fantasy
quintessence,imagine an age of exploration full of alchemy human dissection sea monsters betrayal torture religious controversy and magic  in europe the magic is thin but at the edge of the world where the stars reach down close to the earth wonders abound  this drives the bravest explorers to the alluring western ocean  and he has a ship  ,fantasy
glittering shadows,rebels grow anxious behind closed doors while thea freddy nan and sigi are caught in the crossfire of the revolution which has left bodies lining the streets of urobrun but as the battle lines are drawn the greater threat of losing magic forever casts a dark shadow over the land ,fantasy
the sunrise band,owl and lizard are as different as night and day  can they work out their differences and band together this illustrated story teaches young readers that working together and cooperating can solve many problems  book features: big words and big questions ,fantasy
pendragon,king oberon the ruler of avalon is on the warpath and will stop at nothing in his quest to enslave the entire human race  trouble is arthur isn't quite himself these days    for a start he lives with a pet puffin called peter and has no idea what century he's in ,fantasy
"mr. benn, red knight",when mr  benn enters the fitting room to try on a suit of armor for a costume party he suddenly finds himself in a strange land helping restore a kind dragon's good reputation ,fantasy
kingdom of the snakes,after flying through an electrical storm ninja jay crash lands in an alternate world where sensei wu never taught the ninjas the art of spinjitzu and the serpentine rule with skeleton warriors as their servants ,fantasy
the battle for the brightstone,mikal the young wizard and his friend lyra do battle on land and sea as they continue to seek the magical talking head orry and prevent renegade wizard harlano from finding and destroying the brightstone and ending all magic ,fantasy
the extinction gambit,magician kingsley ward travels to the mysterious world called demimonde in an effort to redeem himself after his first performance ends in disaster and his father is abducted and he soon finds himself the target of two warring factions ,fantasy
the fire sermon, four hundred years in the future the earth has turned primitive following a nuclear fire that has laid waste to civilization and nature  though the radiation fallout has ended for some unknowable reason every person is born with a twin  of each pair one is an alpha physically perfect in every way and the other an omega burdened with deformity small or large  with the council ruling an apartheid like society omegas are branded and ostracized while the alphas have gathered the world's sparse resources for themselves  though proclaiming their superiority for all their effort alphas cannot escape one harsh fact: whenever one twin dies so does the other  cass is a rare omega one burdened with psychic foresight  while her twin zach gains power on the alpha council she dares to dream the most dangerous dream of all: equality  for daring to envision a world in which alphas and omegas live side by side as equals both the council and the resistance have her in their sights ,fantasy
arthur and the minimoys,in search of a stolen treasure and his missing grandfather ten year old arthur travels to the land of the minimoys a tribe of tiny people whom he must save from destruction  suggested level: primary intermediate ,fantasy
mistle child,ya  horror  ghost stories chillers  silas visits the ancestral home of the umber family to learn ancient family secrets in this dark and gothic (school library journal) contemporary ghost story the second book in the undertaken trilogy  silas umber has finally come into his own as the undertaker of lichport when an invitation arrives: a mysterious word carved into the door of his house  intrigued silas ventures beyond the marshes to visit arvale manor the ancestral estate of the umber family  there he discovers that the extended umber family may be dead but they are not gone: indeed many of them still dwell in arvale waiting for an undertaker to return and preside over the door doom an archaic rite that grants a terrible power to summon and bind the dead in judgment forcibly sending them to their eternal rest  as silas reluctantly assumes the mantle of janus the watcher at the threshold he begins to learn more about his strange and ancient family  ages 14+,fantasy
dangerous children,was it a freak accident murder terrorism or something far more sinister that led to a quaint english farmhouse's exploding into a million pieces and captivating an entire nation  page 4 of cover ,fantasy
