title,description,genre
Glory in Death,"It is 2058, New York City  In a world where technology can reveal the darkest of secrets, there's only one place to hide a crime of passion-in the heart   Even in the mid-twenty-first century, during a time when genetic testing usually weeds out any violent hereditary traits before they can take over, murder still happens  The first victim is found lying on a sidewalk in the rain  The second is murdered in her own apartment building  Police Lieutenant Eve Dallas has no problem finding connections between the two crimes  Both victims were beautiful and highly successful women  Their glamorous lives and loves were the talk of the city  And their intimate relations with men of great power and wealth provide Eve with a long list of suspects -- including her own lover, Roarke ",mystery
Cotillion,"Refusing her fortune-hunting suitors, Kitty Charing despairs of finding a man who would love her for herself and runs away, until the dangers of the city make her boldly propose to the elegant Mr  Standen of London ",romance
Ayesha at Last,"A modern-day Muslim Pride and Prejudice for a new generation of love  Ayesha Shamsi has a lot going on  Her dreams of being a poet have been set aside for a teaching job so she can pay off her debts to her wealthy uncle  She lives with her boisterous Muslim family and is always being reminded that her flighty younger cousin, Hafsa, is close to rejecting her one hundredth marriage proposal  Though Ayesha is lonely, she doesn't want an arranged marriage  Then she meets Khalid, who is just as smart and handsome as he is conservative and judgmental  She is irritatingly attracted to someone who looks down on her choices and who dresses like he belongs in the seventh century When a surprise engagement is announced between Khalid and Hafsa, Ayesha is torn between how she feels about the straightforward Khalid and the unsettling new gossip she hears about his family  Looking into the rumors, she finds she has to deal with not only what she discovers about Khalid, but also the truth she realizes about herself ",romance
The Year We Fell Down,"Alternate cover for this ASIN can be found here The sport she loves is out of reach  The boy she loves has someone else  What now?She expected to start Harkness College as a varsity ice hockey player  But a serious accident means that Corey Callahan will start school in a wheelchair instead Across the hall, in the other handicapped-accessible dorm room, lives the too-delicious-to-be real Adam Hartley, another would-be hockey star with his leg broken in two places  He's way out of Corey's league Also, he's taken Nevertheless, an unlikely alliance blooms between Corey and Hartley in the ""gimp ghetto"" of McHerrin Hall  Over tequila, perilously balanced dining hall trays, and video games, the two cope with disappointments that nobody else understands They're just friends, of course, until one night when things fall apart  Or fall together  All Corey knows is that she's falling  Hard But will Hartley set aside his trophy girl to love someone as broken as Corey? If he won't, she will need to find the courage to make a life for herself at Harkness -- one which does not revolve around the sport she can no longer play, or the brown-eyed boy who's afraid to love her back ",romance
The Best Man,"  Faith Holland left her hometown after being jilted at the altar  Now a little older and wiser, shes ready to return to the Blue Heron Winery, her familys vineyard, to confront the ghosts of her past, and maybe enjoy a glass of red  After all, theres some great scenery there    Like Levi Cooper, the local police chief - and best friend of her former fianc  Theres a lot about Levi that Faith never noticed, and its not just those deep green eyes  The only catch is shes having a hard time forgetting that he helped ruin her wedding all those years ago  If she can find a minute amidst all her family drama to stop and smell the ros, she just might find a reason to stay at Blue Heron, and finish that walk down the aisle ",romance
A Midsummer Night's Dream,"Shakespeare's intertwined love polygons begin to get complicated from the start--Demetrius and Lysander both want Hermia but she only has eyes for Lysander  Bad news is, Hermia's father wants Demetrius for a son-in-law  On the outside is Helena, whose unreturned love burns hot for Demetrius  Hermia and Lysander plan to flee from the city under cover of darkness but are pursued by an enraged Demetrius (who is himself pursued by an enraptured Helena)  In the forest, unbeknownst to the mortals, Oberon and Titania (King and Queen of the faeries) are having a spat over a servant boy  The plot twists up when Oberon's head mischief-maker, Puck, runs loose with a flower which causes people to fall in love with the first thing they see upon waking  Throw in a group of labourers preparing a play for the Duke's wedding (one of whom is given a donkey's head and Titania for a lover by Puck) and the complications become fantastically funny ",fantasy
Egomaniac,"The night I met Drew Jagger, hed just broken into my new Park Avenue office I dialed 9-1-1 before proceeding to attack him with my fancy new Krav Maga skills  He quickly restrained me, then chuckled, finding my attempted assault amusing Of course, my intruder had to be arrogant Only, turned out, he wasnt an intruder at all Drew was the rightful occupant of my new office Hed been on vacation while his posh space was renovated  Which was how a scammer got away with leasing me office space that wasnt really available for rent I was swindled out of ten grand The next day, after hours at the police station, Drew took pity on me and made me an offer I couldnt refuse In exchange for answering his phones while his secretary was out, hed let me stay until I found a new place I probably should have acted grateful and kept my mouth shut when I overheard the advice he was spewing to his clients But I couldnt help giving him a piece of my mind I never expected my body to react every time we argued Especially when that was all we seemed to be able to do The two of us were complete opposites  Drew was a bitter, angry, gorgeous-as-all-hell destroyer of relationships And my job was to help people save their marriages The only thing the two of us had in common was the space we were sharing And an attraction that was getting harder to deny by the day ",romance
Garden Spells,"The women of the Waverley family -- whether they like it or not -- are heirs to an unusual legacy, one that grows in a fenced plot behind their Queen Anne home on Pendland Street in Bascom, North Carolina  There, an apple tree bearing fruit of magical properties looms over a garden filled with herbs and edible flowers that possess the power to affect in curious ways anyone who eats them  For nearly a decade, 34-year-old Claire Waverley, at peace with her family inheritance, has lived in the house alone, embracing the spirit of the grandmother who raised her, ruing her mother's unfortunate destiny and seemingly unconcerned about the fate of her rebellious sister, Sydney, who freed herself long ago from their small town's constraints  Using her grandmother's mystical culinary traditions, Claire has built a successful catering business -- and a carefully controlled, utterly predictable life -- upon the family's peculiar gift for making life-altering delicacies: lilac jelly to engender humility, for instance, or rose geranium wine to call up fond memories  With Sydney's homecoming, the magic that the quiet caterer has measured into recipes to shape the thoughts and moods of others begins to influence Claire's own emotions in terrifying and delightful ways  As the sisters reconnect and learn to support one another, each finds romance where she least expects it, while Sydney's child, Bay, discovers both the safe home she has longed for and her own surprising gifts  With the help of their elderly cousin Evanelle, endowed with her own uncanny skills, the Waverley women redeem the past, embrace the present, and take a joyful leap into the future ",fantasy
Sweet Evil,"Embrace the ForbiddenWhat if there were teens whose lives literally depended on being bad influences?This is the reality for sons and daughters of fallen angels Tenderhearted Southern girl Anna Whitt was born with the sixth sense to see and feel emotions of other people  She's aware of a struggle within herself, an inexplicable pull toward danger, but it isn't until she turns sixteen and meets the alluring Kaidan Rowe that she discovers her terrifying heritage and her willpower is put to the test  He's the boy your daddy warned you about  If only someone had warned Anna Forced to face her destiny, will Anna embrace her halo or her horns?",fantasy
Tower of Dawn,"Chaol Westfall and Nesryn Faliq have arrived in the shining city of Antica to forge an alliance with the Khagan of the Southern Continent, whose vast armies are Erilea's last hope  But they have also come to Antica for another purpose: to seek healing at the famed Torre Cesme for the wounds Chaol received in Rifthold After enduring unspeakable horrors as a child, Yrene Towers has no desire to help the young lord from Adarlan, let alone heal him  Yet she has sworn an oath to assist those in needand will honor it  But Lord Westfall carries shadows from his own past, and Yrene soon comes to realize they could engulf them both  But while they become entangled in the political webs of the khaganate, deep in the shadows of mighty mountains where warriors soar on legendary ruks, long-awaited answers slumber  Answers that might offer their world a chance at survivalor doom them all      ",fantasy
The Mighty Storm,"It's been twelve years since Tru Bennett last saw Jake Wethers, her former best friend and boy she once loved Sent to interview Jake for her music column by the magazine she works for, they are both unprepared for the sparks that fly the instant they reconnect  Only, theres a complication to their instant feelings for one anotherWill, Trus boyfriend of two years  Then Jake makes Tru a job offer she can't refusetravelling the world with him and his band  But taking the job means leaving Will behind, and being on the road with the band means spending an inordinate amount of time with Jake  Is Tru strong enough to resist the delectable bad boy who once held her heart so completely, or will she willingly risk it all for one night with the world's most notorious womanizer?",romance
The Winner's Kiss,"Some kisses come at a price War has begun  Arin is in the thick of it with untrustworthy new allies and the empire as his enemy  Though he has convinced himself that he no longer loves Kestrel, Arin hasnt forgotten her, or how she became exactly the kind of person he has always despised  She cared more for the empire than she did for the lives of innocent peopleand certainly more than she did for him At least, thats what he thinks In the frozen north, Kestrel is a prisoner in a brutal work camp  As she searches desperately for a way to escape, she wishes Arin could know what she sacrificed for him  She wishes she could make the empire pay for what theyve done to her But no one gets what they want just by wishing As the war intensifies, both Kestrel and Arin discover that the world is changing  The East is pitted against the West, and they are caught in between  With so much to lose, can anybody really win?",fantasy
The Book of Life," At Matthews ancestral home, Sept-Tours, they reunite with the beloved cast of characters from  A Discovery of Witcheswith one significant exception  But the real threat to their future has yet to be revealed, and when it is, the search for Ashmole 782 and its missing pages takes on even more urgency ",fantasy
Destined for an Early Grave,"Her dreams leave her in grave dangerSince half-vampire Cat Crawfield and her undead lover Bones met six years ago, theyve fought against the rogue undead, battled a vengeful Master vampire, and pledged their devotion with a blood bond  Now its time for a vacation  But their hopes for a perfect Paris holiday are dashed when Cat awakes one night in terror  Shes having visions of a vampire named Gregor whos more powerful than Bones and has ties to her past that even Cat herself didnt know about Gregor believes Cat is his and he wont stop until he has her  As the battle begins between the vamp who haunts her nightmares and the one who has her heart, only Cat can break Gregors hold over her  Shell need all the power she can summon in order to bring down the baddest bloodsucker shes ever faced  even if getting that power will result in an early grave ",romance
Twisted Palace,"These Royals will ruin youFrom mortal enemies to unexpected allies, two teenagers try to protect everything that matters most Ella Harper has met every challenge that life has thrown her way  Shes tough, resilient, and willing to do whatever it takes to defend the people she loves, but the challenge of a long-lost father and a boyfriend whose life is on the line might be too much for even Ella to overcome Reed Royal has a quick temper and even faster fists  But his tendency to meet every obstacle with violence has finally caught up with him  If he wants to save himself and the girl he loves, hell need to rise above his tortured past and tarnished reputation No one believes Ella can survive the Royals  Everyone is sure Reed will destroy them all They may be right ---------------Q: Are you trying to kill us?No, but we love Ella so much and her adventures with the Royals that we needed to write this third book  Youll see when you read it  Q: Whos in this book? And dont say Ella!Ella, the five Royal brothers, and a few more huge surprises ",romance
Dance of the Gods," He saw his own hoofprints left in the sodden earth when hed galloped through the battle in the form of a horse  And he saw the woman whod ridden him, slashing destruction with a flaming sword   Blair Murphy has always worked alone  Destined to be a demon hunter in a world that doesnt believe in such things, she lives for the kill  But now, she finds herself the warrior in a circle of six, chosen by the goddess Morrigan to defeat the vampire Lilith and her minions    Learning to trust the others has been hard, for Blair has never allowed herself such a luxury  But she finds herself drawn to Larkin, a man of many shapes  As a horse, he is proud and graceful; as a dragon, beautifully fierce; and as a manwell, Blair has never seen one quite so ruggedly handsome and playfully charming as this nobleman from the past   In two months time, the circle of six will face Lilith and her army in Geall  To complete preparations and round up forces to fight, the circle travels through time to Larkins world, where Blair must choose between battling her overwhelming attraction to himor risking everything for a love that can never be",romance
The Boy Who Sneaks in My Bedroom Window,"Liam James, boy next door and total douchebag, is my brothers best friend  I cant stand him  Well, thats not strictly true, at night I see a side of him that no one else does  Every night Liam becomes my safe haven, my protector, the one to chase the demons of my abusive childhood away and hold all the broken pieces of me together Hes cocky, hes arrogant, and hes also some sort of playboy in training  With his hit it and quit it mentality, hes the last person youd want to fall in love with  I only wish someone had told my heart thatThe international bestselling novel, and finalist of the Goodreads choice awards YA fiction 2012  ",romance
Twice in a Blue Moon,"Sam Brandis was Tate Joness first: Her first love  Her first everything  Including her first heartbreak  During a whirlwind two-week vacation abroad, Sam and Tate fell for each other in only the way that first loves do: sharing all of their hopes, dreams, and deepest secrets along the way  Sam was the first, and only, person that Tatethe long-lost daughter of one of the worlds biggest film starsever revealed her identity to  So when it became clear her trust was misplaced, her world shattered for good  Fourteen years later, Tate, now an up-and-coming actress, only thinks about her first love every once in a blue moon  When she steps onto the set of her first big break, hes the last person she expects to see  Yet here Sam is, the same charming, confident man she knew, but even more alluring than she remembered  Forced to confront the man who betrayed her, Tate must ask herself if its possible to do the wrong thing for the right reason and whether once in a lifetime can come around twice",romance
Rhapsodic,"Callypso Lillis is a siren with a very big problem, one that stretches up her arm and far into her past  For the last seven years shes been collecting a bracelet of black beads up her wrist, magical IOUs for favors shes received  Only death or repayment will fulfill the obligations  Only then will the beads disappear Everyone knows that if you need a favor, you go to the Bargainer to make it happen  Hes a man who can get you anything you want    at a price  And everyone knows that sooner or later he always collects But for one of his clients, hes never asked for repayment  Not until now  When Callie finds the fae king of the night in her room, a grin on his lips and a twinkle in his eye, she knows things are about to change  At first its just a chaste kissa single beads worthand a promise for more For the Bargainer, its more than just a matter of rekindling an old romance  Something is happening in the Otherworld  Fae warriors are going missing one by one  Only the women are returned, each in a glass casket, a child clutched to their breast  And then there are the whispers among the slaves, whispers of an evil thats been awoken  If the Bargainer has any hope to save his people, hell need the help of the siren he spurned long ago  Only, his foe has a taste for exotic creatures, and Callie just happens to be one ",fantasy
Bitten,"Elena Michaels is the worlds only female werewolf  And shes tired of it  Tired of a life spent hiding and protecting, a life where her most important job is hunting down rogue werewolves  Tired of a world that not only accepts the worst in herher temper, her violencebut requires it  Worst of all, she realizes shes growing content with that life, with being that person So she left the Pack and returned to Toronto where shes trying to live as a human  When the Pack leader calls asking for her help fighting a sudden uprising, she only agrees because she owes him  Once this is over, shell be squared with the Pack and free to live life as a human  Which is what she wants  Really ",fantasy
My Lady Jane,"Edward (long live the king) is the King of England  Hes also dying, which is inconvenient, as hes only sixteen and hed much rather be planning for his first kiss than considering who will inherit his crownJane (reads too many books) is Edwards cousin, and far more interested in books than romance  Unfortunately for Jane, Edward has arranged to marry her off to secure the line of succession  And theres something a little odd about her intendedGifford (call him G) is a horse  That is, hes an Eian (eth-y-un, for the uninitiated)  Every day at dawn he becomes a noble chestnut steedbut then he wakes at dusk with a mouthful of hay  Its all very undignified The plot thickens as Edward, Jane, and G are drawn into a dangerous conspiracy  With the fate of the kingdom at stake, our heroes will have to engage in some conspiring of their own  But can they pull off their plan before its off with their heads?",fantasy
Illuminae,"Kady thought breaking up with Ezra was the worst thing she'd ever been through  That was before her planet was invaded  Now, with enemy fire raining down on them, Kady and Ezra are forced to fight their way onto one of the evacuating craft, with an enemy warship in hot pursuit But the warship could be the least of their problems  A deadly plague has broken out and is mutating, with terrifying results; the fleet's AI, which should be protecting them, may actually be their biggest threat; and nobody in charge will say what's really going on  As Kady plunges into a web of data hacking to get to the truth, it's clear only one person can help her bring it all to light: Ezra ",sci-fi
Captive Prince: Volume Two,"With their countries on the brink of war, Damen and his new master, Prince Laurent, must exchange the intrigues of the palace for the sweeping might of the battlefield as they travel to the border to avert a lethal plot Forced to hide his identity, Damen finds himself increasingly drawn to the dangerous, charismatic Laurent  But as the fledgling trust between the two men deepens, the truth of secrets from both their pasts is poised to deal them the crowning death blow      ",fantasy
Christmas Eve at Friday Harbor," And since that night, she has never again spoken a word ONE SINGLE MAN NEEDS A WIFE The last thing Mark Nolan needs is a six-year-old girl in his life  But he soon realizes that he will do everything he can to make her life whole again  His sisters will gives him the instructions: Theres no other choice but you  Just start by loving her  The rest will follow SOMETIMES, IT TAKES A LITTLE MAGIC Maggie Collins doesnt dare believe in love again, after losing her husband of one year  But she does believe in the magic of imagination  As the owner of a toy shop, she lives what she loves  And when she meets Holly Nolan, she sees a little girl in desperate need of a little magic TO MAKE DREAMS COME TRUE Three lonely people  Three lives at the crossroads ",romance
The Other Boleyn Girl," Dazzled, Mary falls in love with both her golden prince and her growing role as unofficial queen  However, she soon realises just how much she is a pawn in her family's ambitious plots as the king's interest begins to wane and she is forced to step aside for her best friend and rival: her sister, Anne  Then Mary knows that she must defy her family and her king and take fate into her own hands ",romance
The Perfect Play,"Football pro Mick Riley is an all-star, both on the field and in the bedroom  But a sexy, determinedly single mom just might be the one to throw him off his game   For years Mick has been taking full advantage of the life available to a pro athlete: fame, fortune, and a different girl in every city  But when he meets and beds confident, beautiful event planner Tara Lincoln, he wants much more than the typical one-night stand  Too bad Tara's not interested in getting to know football's most notorious playboy any better As the single mother of a teenage son, the last thing Tara needs is the jet-set lifestyle of Mick Riley; even though their steamy and passionate one-night stand was unforgettable  Tara's life is complicated enough without being thrust into the spotlight as Mick's latest girl du jour  Tara played the game of love once and lost big, and she doesn't intend to put herself out there again, especially with a heartbreaker like Mick But when Mick sets his mind to win, nothing will stop him ",romance
Eliza and Her Monsters,"Her story is a phenomenon  Her life is a disaster In the real world, Eliza Mirk is shy, weird, and friendless  Online, shes LadyConstellation, the anonymous creator of the wildly popular webcomic Monstrous Sea  Eliza cant imagine enjoying the real world as much as she loves the online one, and she has no desire to try Then Wallace Warland, Monstrous Seas biggest fanfiction writer, transfers to her school  Wallace thinks Eliza is just another fan, and as he draws her out of her shell, she begins to wonder if a life offline might be worthwhile But when Elizas secret is accidentally shared with the world, everything shes builther story, her relationship with Wallace, and even her sanitybegins to fall apart ",romance
Written in My Own Heart's Blood,"It is June 1778, and the world seems to be turning upside-down  The British Army is withdrawing from Philadelphia, with George Washington in pursuit, and for the first time, it looks as if the rebels might actually win  But for Claire Fraser and her family, there are even more tumultuous revolutions that have to be accommodated Her former husband, Jamie, has returned from the dead, demanding to know why in his absence she married his best friend, Lord John Grey  Lord John's son, the ninth Earl of Ellesmere, is no less shocked to discover that his real father is actually the newly resurrected Jamie Fraser, and Jamie's nephew Ian Murray discovers that his new-found cousin has an eye for the woman who has just agreed to marry him And while Claire is terrified that one of her husbands may be about to murder the other, in the 20th century her descendants face even more desperate turns of events  Her daughter Brianna is trying to protect her son from a vicious criminal with murder on his mind, while her husband Roger has disappeared into the past      ",romance
Dark Prince,"Carpathians are an immortal race of beings with animal instincts  Every Carpathian male is drawn to his life mate: a Carpathian or human female able to provide the light to his darkness  Without her, the beast within slowly consumes the man until turning vampire is the only option  Raven Whitney is a psychic who has used her gift to help the police track down a serial killer  Now she is determined to escape the glare of recent publicity for the peace and quiet of the Carpathian Mountains  Prince Mikhail Dubrinsky is the leader of his people but, as his ancient Carpathian race grows ever closer to extinction, he is close to giving in to the heavy weight of loneliness and despair  From the moment their minds touch, Raven and Mikhail form a connection  But there are those who incorrectly view all Carpathians as vampires, and are determined to give their extinction a helping hand ",romance
If I Never Met You,"If faking love is this easy    how do you know when its real? When her partner of over a decade suddenly ends things, Laurie is left reelingnot only because they work at the same law firm and she has to see himevery day  Her once perfect life is in shambles and the thought of dating again in the age of Tinder is nothing short of horrifying  When news of her exs pregnant girlfriend hits the office grapevine, taking the humiliation lying down is not an option  Then a chance encounter in a broken-down elevator with the office playboy opens up a new possibility Jamie Carter doesnt believe in love, but he needs a respectable, steady girlfriend to impress their bosses  Laurie wants a hot new man to give the rumor mill something else to talk about  Its the perfect proposition: a fauxmance played out on social media, with strategically staged photographs and a specific end date in mind  With the plan hatched, Laurie and Jamie begin to flaunt their new couple status, to the astonishmentand jealousyof their friends and colleagues  But theres a fine line between pretending to be in love andactuallyfallingfor your charming, handsome fake boyfriend   ",romance
Reaper's Property,"Marie doesnt need a complication like Horse  The massive, tattooed, badass biker who shows up at her brothers house one afternoon doesnt agree  He wants Marie on his bike and in his bed  Now But Marie just left her abusive jerk of an ex-husband and shes not looking for a new man  Especially one like Horseshe doesnt know his real name or where he lives, shes ninety percent certain hes a criminal and that the business he talks with her brother isnt website design  She needs him out of her life, which would be a snap if hed just stop giving her mind-blowing orgasms Horse is part of the Reapers Motorcycle Club, and when he wants something, he takes it  What he wants is Marie, but shes not interested in becoming property of Then her brother steals from the club  Marie can save him by giving Horse what he wantsat home, in public, on his bike If shes a very, very good girl, shell get lots more of those orgasms only he can offer, and hell let her brother live Maybe ",romance
Slightly Married,"Meet the Bedwyn: six brothers and sistersmen and women of passion and privilege, daring and sensualityEnter their dazzling world of high society and breathtaking seduction, where each will seek love, fight temptation, and court scandal and where Aidan Bedwyn, the marriage-shy second son, discovers that matrimony may be the most seductive act of all Like all the Bedwyn men, Aidan has a reputation for cool arrogance  But this proud nobleman also possesses a loyal, passionate heartand it is this fierce loyalty that has brought Colonel Lord Aidan to Ringwood Manor to honor a dying soldier's request  Having promised to comfort and protect the man's sister, Aidan never expected to find a headstrong, fiercely independent woman who wants no part of his protection    nor did he expect the feelings this beguiling creature would ignite in his guarded heart  And when a relative threatens to turn Eve out of her home, Aidan gallantly makes her an offer she can't refuse: marry him    if only to save her home  And now, as all of London breathlessly awaits the transformation of the new Lady Aidan Bedwyn, the strangest thing happens: With one touch, one searing embrace, Aidan and Eve's business arrangement is about to be transformed into something slightly surprising ",romance
Champion,"He is a Legend She is a Prodigy  June is back in the good graces of the Republic, working within the governments elite circles as Princeps-Elect, while Day has been assigned a high-level military position  But neither could have predicted the circumstances that will reunite them: just when a peace treaty is imminent, a plague outbreak causes panic in the Colonies, and war threatens the Republics border cities  This new strain of plague is deadlier than ever, and June is the only one who knows the key to her countrys defense  But saving the lives of thousands will mean asking the one she loves to give up everything ",romance
A Kiss for Midwinter,"Miss Lydia Charingford is always cheerful, and never more so than at Christmas time  But no matter how hard she smiles, she can't forget the youthful mistake that could have ruined her reputation  Even though the worst of her indiscretion was kept secret, one other person knows the truth of those dark days: the sarcastic Doctor Jonas Grantham  She wants nothing to do with him   or the butterflies that take flight in her stomach every time he looks her way Jonas Grantham has a secret, too: He's been in love with Lydia for more than a year  This winter, he's determined to conquer her dislike and win her for his own  It all starts with a wager and a kiss    It follows The Duchess War  Each book stands on its own, but those who prefer to read in order might want to read that book first ",romance
Frederica,"Rich and handsome, darling of the ton, the hope of ambitious mothers and despair of his sisters, the Marquis of Alverstoke at seven-and-thirty sees no reason to put himself out for anyone  Until a distant connection, ignorant of his selfishness, applies to him for help  Lord Alverstoke can't resist wanting to help her Normally wary of his family, which includes two overbearing sisters and innumerable favor-seekers, Lord Alverstoke does his best to keep his distance The Merrivales, a family of solid social standing, have fallen into unhappy financial straits, and the marriage might deliver them from this situation  They have come to London for the glittering social season, in order to give young and beautiful Charis a chance to make a good marriage, she may be as hen-witted as she is beautiful  They boys are also very differents, Jessamy is an interesting boy, and Felix an engaging scamp  But when they are introduced to London society by the Marquis of Alverstoke, they find themselves both besieged by more suitors than they can possibly handle!With his enterprising - and altogether entertaining - country cousins getting into one scrape after another right on his doorstep, before he knows it the cold Marquis finds himself dangerously embroiled and plunged into one drama after another by the large and irrepressible Merriville family, Alverstoke is surprised to find himself far from bored  And when his younger cousin ends up in a terrible accident, the dutiful Marquis becomes as chivalrous as ever to the those in his charge    for herself ",romance
The Winter Sea,"In the spring of 1708, an invading Jacobite fleet of French and Scottish soldiers nearly succeeded in landing the exiled James Stewart in Scotland to reclaim his crown Now, Carrie McClelland hopes to turn that story into her next bestselling novel  Settling herself in the shadow of Slains Castle, she creates a heroine named for one of her own ancestors and starts to write But when she discovers her novel is more fact than fiction, Carrie wonders if she might be dealing with ancestral memory, making her the only living person who knows the truththe ultimate betrayalthat happened all those years ago, and that knowledge comes very close to destroying her ",romance
Act Like It,"This just in: romance takes center stage as West End theatre's Richard Troy steps out with none other than castmate Elaine GrahamRichard Troy used to be the hottest actor in London, but the only thing firing up lately is his temper  We all love to love a bad boy, but Richard's antics have made him Enemy Number One, breaking the hearts of fans across the city Have the tides turned? Has English rose Lainie Graham made him into a new man?Sources say the mismatched pair has been spotted at multiple events, arm in arm and hip to hip  From fits of jealousy to longing looks and heated whispers, onlookers are stunned by this blooming romance Could the rumors be right? Could this unlikely romance be the real thing? Or are these gifted stage actors playing us all?",romance
Leah on the Offbeat,"Leah Burkegirl-band drummer, master of deadpan, and Simon Spiers best friend from the award-winning Simon vs  the Homo Sapiens Agendatakes center stage in this novel of first love and senior-year angst When it comes to drumming, Leah Burke is usually on beatbut real life isnt always so rhythmic  An anomaly in her friend group, shes the only child of a young, single mom, and her life is decidedly less privileged  She loves to draw but is too self-conscious to show it  And even though her mom knows shes bisexual, she hasnt mustered the courage to tell her friendsnot even her openly gay BFF, Simon So Leah really doesnt know what to do when her rock-solid friend group starts to fracture in unexpected ways  With prom and college on the horizon, tensions are running high  Its hard for Leah to strike the right note while the people she loves are fightingespecially when she realizes she might love one of them more than she ever intended ",romance
Law Man,"Love is just around the corner       Sweet, shy Mara Hanover is in love with her neighbor  For four years, she has secretly watched her dream man from afar  Handsome police detective Mitch Lawson is way out of her league  She's a girl from the wrong side of the tracks, and there's no way a guy like Mitch would want anything to do with her  But when Mara has a leaky faucet that she can't fix, it's Mitch who comes to her rescue  Mitch has been eyeing his beautiful neighbor for a long time  He jumps at the chance to help her, and soon their formerly platonic relationship gets very hot and heavy  But when Mara gets a disturbing phone call from her cousin's kids, she gets pulled back into the life she's tried so hard to leave behind",romance
Knight,"Anya Gage has learned that to get anything good in life, you have to work for it  She has no expectations, no dreams  And he gets it  But he never expected something as sweet as Anya Gage to wander into his bedroom during a party he did not expect to be having to borrow his phone  But when Anya comes to his nightclub and finds herself in a situation, he knows someone has to look after her, he cant fight it anymore and he decides that man will be him  And he teaches her this by giving it to her ",romance
Carolina Moon,"  Tory Bodeen grew up in South Carolina, in a small run-down house, where her father ruled with an iron fist and a leather belt--and where her dreams and talents had no room to flourish  But she had Hope, who lived in the big house just a short skip away and whose friendship allowed Tory to be something she wasn't allowed to be at home: a child After young Hope's brutal murder, unsolved to this day, Tory's life began to fall apart  And now, as she returns to her hometown, with plans to settle in and open a stylish home-design shop, she is determined to find a measure of peace and free herself from the haunting visions of the past  As she forges a new bond with Cade Lavelle--Hope's older brother and the heir to the family fortune--she isn't sure whether the tragic loss they share will unite them or drive them apart  But she is willing to open her heart, just a little, and try Living so close to those unhappy memories will be more difficult and frightening than Tory could ever have expected, however  Because Hope's murderer is nearby as well   ",romance
Twisted Perfection,Life outside of her house was a new experience for Della Sloane  The dark secrets of her past werent something she ever intended to share with anyone  They would never understand  No one would ever get close enough to find out  There was always a chance shed go crazy sooner than they expectedWoods Kerrington had never been one to be attracted to fragile females  They seemed like too much work  He wasnt in it for the work just the pleasure  A night full of naughty fun had been exactly what was on his mind when hed laid eyes on the hot little number that didnt know how to pump gas and needed some help What he didnt know was she was as fragile as they came The carefree girl who spoke her mind and didnt care what the world thought of her was more breakable than he could ever imagine,romance
Hello Stranger,"A woman who defies her timeDr  Garrett Gibson, the only female physician in England, is as daring and independent as any manwhy not take her pleasures like one? Yet she has never been tempted to embark on an affair, until now  Ethan Ransom, a former detective for Scotland Yard, is as gallant as he is secretive, a rumored assassin whose true loyalties are a mystery  For one exhilarating night, they give in to their potent attraction before becoming strangers again A man who breaks every ruleAs a Ravenel by-blow spurned by his father, Ethan has little interest in polite society, yet he is captivated by the bold and beautiful Garrett  Despite their vow to resist each other after that sublime night, she is soon drawn into his most dangerous assignment yet  When the mission goes wrong, it will take all of Garrett's skill and courage to save him  As they face the menace of a treacherous government plot, Ethan is willing to take any risk for the love of the most extraordinary woman he's ever known ",romance
Reason to Breathe,"""No one tried to get involved with me, and I kept to myself  This was the place where everything was supposed to be safe and easy  How could Evan Mathews unravel my constant universe in just one day?""In the affluent town of Weslyn, Connecticut, where most people worry about what to be seen in and who to be seen with, Emma Thomas would rather not be seen at all  Shes more concerned with feigning perfection while pulling down her sleeves to conceal the bruises - not wanting anyone to know how far from perfect her life truly is  Without expecting it, she finds love  It challenges her to recognize her own worth - but at the risk of revealing the terrible secret shes desperate to hide ",romance
A Duke by Default," An apprenticeship with a struggling swordmaker in Scotland is a chance to use her expertise and discover what shes capable of  Turns out she excels at aggravating her gruff silver fox bosswhen shes not having inappropriate fantasies about his sexy Scottish burr Tavish McKenzie doesnt need a rich, spoiled American telling him how to run his armoryeven if she is infuriatingly good at it  Tav tries to rebuff his apprentice, and his attraction to her, but when Portia accidentally discovers that hes the secret son of a duke, rough-around-the-edges Tav becomes her newest makeover project Forging metal into weapons and armor is one thing, but when desire burns out of control and the media spotlight gets too hot to bear, can a commoner turned duke and his posh apprentice find lasting love?",romance
Crash,"Southpointe High is the last place Lucy wanted to wind up her senior year of school  Right up until she stumbles into Jude Ryder, a guy whose name has become its own verb, and synonymous with trouble  He's got a rap sheet that runs longer than a senior thesis, has had his name sighed, shouted, and cursed by more women than Lucy dares to ask, and lives at the local boys home where disturbed seems to be the status quo for the residents  Lucy had a stable at best, quirky at worst, upbringing  She lives for wearing the satin down on her ballet shoes, has her sights set on Juilliard, and has been careful to keep trouble out of her life  Up until now  Jude's everything she needs to stay away from if she wants to separate her past from her future  Staying away, she's about to find out, is the only thing she's incapable of  For Lucy Larson and Jude Ryder, love's about to become the thing that tears them apart ",romance
