title,author,description,genre
On the Edge of the Dark Sea of Darkness,Andrew Peterson,"Once, in a cottage above the cliffs on the Dark Sea of Darkness, there lived three children and their trusty dog Nugget. Janner Igiby, his brother Tink, their crippled sister Leeli are gifted children as all children are, loved well by a noble mother and ex-pirate grandfather. But they will need all their gifts and all that love to survive the evil pursuit of the venomous Fangs of Dang who have crossed the dark sea to rule the land with malice and pursue the Igibys who hold the secret to the lost legend and jewels of good King Wingfeather of the Shining Isle of Anniera.",fantasy
Thief of lives,Barb Hendee,"Magiere the dhampir thinks that her nights of hunting vampires are over. After settling down in her newly adopted village of Miiska----now vampire free thanks to her and he half elf partner, Leesil---she looks forward to quiet days tending to her tavern

But far away in the capital city of Bela, a prominent councilman's daughter has been found dead on her own doorstep ... and all signs point to a vampire. Knowing that the battered and burned village of Miiska could use an infusion of cash, Bela's town council offers a generous bounty to the dhampir if she will slay their vampire.  Magiere resists, wanting nothing more than to forget her past and ignore her half vampire nature.  Only Leesil can persuade Magiere to follow her destiny---before more innocents are claimed by darkness.",fantasy
"Once dead, twice shy",Kim Harrison,"Spunky teen Madison, though technically dead, uses a stolen amulet to retain the illusion of a body and help her in the struggle between Light and Dark reapers.",fantasy
"Soul Song (Dirk & Steele, Book 6)",Marjorie M. Liu,Another marvelous tale of passion and otherworldly occurrences centered around the mysterious Dirk and Steele Detective Agency—as a tormented young woman with the precognitive power to foresee terrible futures must place her own fate in the hands of a mesmerizing prince of the sea.,fantasy
Long night dance,Betsy James,"Sixteen-year-old Kat, child of a scandalous, disastrous marriage between a Hill woman and an Upslope man, rescues a Rigi man from the sea during the week of the Long Night Dance and begins to realize a person's value does not come from his background nor appearance.",fantasy
Black powder war,Naomi Novik,"In the wake of their adventure in China, Captain Will Laurence of His Majesty's Aerial Corps and his dragon, Temeraire, are sent on a mission to protect three valuable dragon eggs on a trip back to England from the Ottoman Empire, but the vengeful Chinese dragon Lien allies herself with Napoleon to stop them.",fantasy
Queen of oblivion,Giles Carwyn,"""With his dying words, the Opal Emperor leaves Brophy, the Heir of Autumn, with an impossible choice: betray his heart by seducing the enchantress Arefaine Morgeon, or watch her ruthless ambitions destroy the world""--Publisher.",fantasy
The web of fire,Steve Voake,"Four years after vanquishing Odoursin and saving humankind from his evil plans, Sam and Skipper return to a devastated Aurobon where they must once again fight for survival against the reemerged Odoursin and his new army of robber flies.",fantasy
Poison,Bridget Zinn,"When sixteen-year-old Kyra, a potions master, tries to save her kingdom by murdering the princess, who is also her best friend, the poisoned dart misses its mark and Kyra becomes a fugitive, pursued by the King's army and her ex-boyfriend Hal.",fantasy
Of two minds,Carol Matas,Follows the adventures of two royal teenagers who possess extraordinary mental powers.,fantasy
Pink magic,Donna Jo Napoli,"Nick wishes for some pink mail addressed just to him, and his sister helps make it happen.",fantasy
Fantastic Four.,"Parker, Jeff.","Join Mr. Fantastic, the Invisible Woman, the Human Torch and the Thing for a wild ride of all-new, unforgettable exploits.",fantasy
Gullifur's travels,Brad Strickland,"When Joe's team is in the running for the basketball playoffs, Wishbone is reminded not to judge people by size as he imagines himself as the seventeenth-century traveler, Lemuel Gulliver, whose adventures included visits to Lilliput, where people are six inches tall, and Brobdingnag, a land peopled by giants.",fantasy
"Three dreams and a nightmare, and other tales of the dark",Judith Gorog,"Presents sixteen short stories of fantasy, the supernatural, and the macabre.",fantasy
The time machine,W. T. Robinson,"A classic novel of the future follows the Time Traveller as he hurtles one million years into the future and encounters a world populated by two distinct races, the childlike Eloi and the disgusting Morlocks who prey on the Eloi.",fantasy
Dragonheart,Charles Edward Pogue,"When young King Einon betrays Sir Bowen's teachings, Bowen teams up with a rebel, a traveling bard, and a wise dragon to save the kingdom from destruction.",fantasy
The never war,D. J. MacHale,"Bobby and the Traveler from Cloral--Spader--have flumed to New York City, 1937. Against a backdrop of gangsters, swing music, and the distant sound of a brewing war, the two must uncover the evil Saint Dane's newest plot.",fantasy
Last hope.,Michael Dignan,"When Colleen and Ikutu contrive to get to know the mysterious new transfer student Hiroto, they signed up for much more than they bargained for. Hiroto is a prince from another dimension, running from his evil uncle Lord Kumagai and his soldiers. Now, Colleen, Ikutu and genius Alvin must travel through space and time with Hiroto in order to escape.",fantasy
Twin spell,Janet Lunn,"Strangely attracted to an antique doll, twelve-year-old twins buy the toy and soon find themselves haunted by powerful and tragic memories of ancestral twins who had also been owners of the doll.",fantasy
Breath and bone,Carol Berg,"Addicted to an enchantment that turns pain into pleasure and bound by oaths he refuses to abandon,Valen, a rebellious sorcerer, risks body and soul to rescue one child, seek justice for another, and bring a dying land its rightful king.--From publisher description.",fantasy
The valley of the frost giants.,Mary Francis Shura,"With their Viking father off at sea and their mother carried off by a huge bird, two Viking children face the dangers of caring for a baby giant.",fantasy
Peter Pan,Cathy East Dubowski,"A simplified retelling of the adventures of Peter Pan, the boy who would not grow up.",fantasy
Willow,Cathy East Dubowski,"A poor farmer undertakes a mission to find safety for a baby destined to be a great queen, but now in danger from an evil sorceress.",fantasy
The Key of Braha,Bryan Perro,"Having survived his first mission as Mask Wearer, Amos Daragon finds himself on his way to the City of the Dead, trying to find the key that will unlock the doors to paradise and hell.",fantasy
Blade of fire,Stuart Hill,Charlemagne must overcome his kingdoms internal problems and defeat an invasion from Bellorum.,fantasy
Otherborn,Joan Gould,"A boy and his sister, separated from their boat, come ashore on a Pacific island inhabited by a race of people with a radically different conception of birth, aging, and death.",fantasy
The Jungian-Senoi dreamwork manual,Strephon Kaplan Williams,"Complete dreamwork course for both individuals and groups, using over 35 methods to actualize dreams and experience their meanings. Based on both the Jungian journey towards individuation and wholeness, and the idea of altering the dream state attributed to the Senoi people of Malaya, these techniques renew and transform our inner and outer worlds into a state of harmonious wholeness.",fantasy
The boy who climbed into the moon,David Almond,"Helped by a very long ladder, some unusual acquaintances, two rather worried parents, and a great deal of community spirit, a young English boy makes an astonishing discovery when he embarks on a mission to prove that the moon is nothing but a big hole in the sky.",fantasy
Sylvie and the songman,Tim Binding,"""Sylvie Bartram's beloved dog, Mr. Jackson, has lost his bark. The birds have stopped singing. And in the growing silence, her dad has disappeared. Determined to find him, Sylvie and her best friend, kite-flying, tone deaf George, are drawn into the nightmare world of the Songman, a world haunted by the terrifying Woodpecker Man in his swan-powered balloon, a world where nothing can sing and no one can speak. Only Sylvie can save the earth from its terrible voiceless fate.""--Dust jacket.",fantasy
Five dolls and the duke,Pauline Clarke,"More adventures with Elizabeth, who can grow small enough to join her four dolls in their doll house. Here, the Duke of Cranberry, supposedly the father of one of the dolls, arrives for a visit.",fantasy
Snorlax's snack,Gerard Jones,"When Snorlax gets hungry, no Pokémon is safe!",fantasy
"""Help!"" yelled Maxwell","Stevenson, James","When a flood threatens the town, Maxwell finds help in an unlikely place.",fantasy
The remarkable journey of Prince Jen,Lloyd Alexander,"Bearing six unusual gifts, young Prince Jen embarks on a perilous quest and emerges triumphantly into manhood.",fantasy
Dragonite's Christmas,Gerard Jones,"When Dragonite helps Santa deliver presents to the children, they have to be very quiet so they don't wake them.",fantasy
I'm not Pikachu!,Gerard Jones,"After seeing the Pokémon movie, a young boy is amazed to discover that he has turned into the star.",fantasy
"Fly on, Butterfree",Gerard Jones,Butterfree surprises everyone by braving a fierce storm to rescue a town of sick Pokémon.,fantasy
Wingman,Daniel Manus Pinkwater,"To escape the problems of being poor and Chinese, Donald begins to cut school to climb the George Washington Bridge where he meets Wingman, a sort of Chinese Superman.",fantasy
The magic books,Andre Norton,"A shy, friendless little girl seeks refuge with the friendly occupants of Octagon House, a strange eight-sided house believed to be inhabited by a witch.",fantasy
Another Pan,Daniel Nayeri,"While attending an elite prep school where their father is a professor, Wendy and John Darling discover a book which opens the door to other worlds, to Egyptian myths long thought impossible, and to the home of an age-old darkness.",fantasy
Monster High,Lisi Harrison,"Frankie Stein was created in a laboratory, and when she enters Merston High School camouflaged as a ""normie,"" all she wants is to fit in, but it takes the help of another new student who believes that everyone should be treated equally before Frankie even has a chance.",fantasy
Lord of Bones,Justine Musk,"Jess and Ramsey stopped a demon from bringing about the apocalypse. But a gate was opened and more demons have come to Earth. The demons must inhabit human bodies to survive, and this makes them vunerable. Now, these demon hybrids are paving the way for the arrival of the Soulbreaker, known as Lord of Bones",fantasy
The Firelings,Carol Kendall,"The Firelings, who live precariously on the edge of the Volcano Belcher, must offer the volcano a sacrificial victim or escape through the Secret Way of the Goat.",fantasy
Ultimate unofficial guide to the mysteries of Harry Potter,Galadriel Waters,This Ultimate Unofficial Guide has what fans crave: - Secrets revealed! - Instructions on how to find clues - Recent hints and information from JK Rowling's chats and interviews - Brief summaries of the mysteries for each of the first four books - Tons of great Harry Potter info! This guide is a must-have to keep the ultimate Harry Potter fan busy while waiting for Book 5.,fantasy
The boy who could sing pictures.,Seymour Leichman,"When the jester's son sings for the sad common people, his songs turn into beautiful pictures in the air which bring happiness; but when he sings for the contented, self-centered king and noblemen, his songs turn into pictures of great sadness.",fantasy
More Minds,Carol Matas,"Trouble comes to the kingdom of Gepeth in the form of a flying giant, the appearance of forbidden snow, a tornado, and the loss of Princess Lenora's extraordinary mental powers.",fantasy
Islands of the Black Moon,Erica Farber,Lila travels to another world to try to save her inheritance and her father from terrifying creatures and an evil sorceress.,fantasy
The forest lord,Susan Krinard,"Six years ago, Eden Fleming discovered her fianc was a woodland spirit who needed an heir to end the exile imposed on him. Devastated, Eden fled and married another. Awakened from a five-year sleep, Lord Hern is informed that Eden has returned with the boy he'd been told was dead. Vowing vengeance, Hern assumes the identity of a servant. But soon his heart casts off the hate and he becomes devoted to the woman he vowed to destroy.",fantasy
Pooh's alphabet book,A. A. Milne,Key words in quotations from the Pooh books introduce the letters of the alphabet and the Pooh philosophy.,fantasy
Redwall,Brian Jacques,"When the peaceful life of ancient Redwall Abbey is shattered by the arrival of the evil rat Cluny and his villainous hordes, Matthias, a young mouse, determines to find the legendary sword of Martin the Warrior which, he is convinced, will help Redwall's inhabitants destroy the enemy.",fantasy
The fossil snake,L. M. Boston,"When Rob puts the rare fossil of a coiled snake he has discovered under the warm radiator in his room, a wonderful thing happens.",fantasy
The sea egg,L. M. Boston,"A sea triton hatches from a special egg-shaped stone, to both the expectation and amazement of two little English school boys on holiday at the coast.",fantasy
A Pokémon snow-down,Sarah E. Heller,"Ash, Misty, Brock, and Pikachu are hiking in the mountains when a blizzard strikes. Ash must use his skill as a Pokémon trainer to help them survive the night.",fantasy
Mountain of mirrors,Rose Estes,"The reader, as Elf Landon, must find a way to free a group of elves held captive by ogres and goblins in the Mountain of Mirrors.",fantasy
Once upon a garden hose.,Charles Land,"A caterpillar turns into a monarch butterfly, and finds that the Gypsy Frog's prediction has come true and he cannot find the lady of his choice.",fantasy
Escape with the dream maker,Gilbert Morris,"Something strange and terrible has beeen happening in Nuworld, where some of Goel's most trusted servants have disappeared.",fantasy
The dream merchant,Isabel Hoving,"Having been hired by a mysterious corporation called Gippart, twelve-year-old Josh--along with two friends and the ghost of his dead twin sister--finds himself trapped in ""umaya,"" a place between dreams, time, and reality.",fantasy
Kevin.,Robert Moery,"Kevin, wanting to be tall more than anything, thought his problem solved when a pair of stilts appeared.",fantasy
Mr. Brown and Mr. Gray,William Wondriska,"In an attempt to find out for their king what happiness is, two pigs on separate islands experiment with what each considers his ideal way of life, and each has very different results.",fantasy
Did you know it was the narwhale?,Norma Farber,"The unicorn helped Noah loal all the animals; but as there was no room for him aboard the Ark, he was towed behind in a life preserver--and became a narwhale by the end of the voyage.",fantasy
"Good-bye, Ruby Red",Geraldine Kaye,The doll Susie cuts out of paper becomes not only disagreeable but difficult to manage.,fantasy
Divide and rule,Jan Mark,"A young man becomes the unwilling Shepherd, the ceremonial link between the god and his people.",fantasy
The six who were left in a shoe,Padraic Colum,"After her children grew up, the old woman who lived in a shoe went away, leaving six animals behind in the shoe. They go together in search of a new home, and find one with another old woman who has a house just like the one they left.",fantasy
Marvelous world.,Troy Cle,"Strange things are happening on Earth, and twelve-year-old Louis Proof discovers that he is one of the few people able to see--and combat--the responsible beings, who came from Midlandia, the planet at the center of the universe, to continue a battle that rages there. Louis Proof is an ordinary kid.  He loves listening to hip-hop, racing radio-controlled cars, and hanging out with his best friend, Brandon. Then a mysterious letter invites him to visit the local junkyard. There he finds a secret, underground amusement park like no other in existence. This is the best day of Louis's life. The park even has the most amazing race course for radio-controlled cars. Louis starts racing right away. It's a close contest; he's about to activate his nitro boost to take the lead, when...   This is the worst day of Louis's life. Without warning or reason, thirteen-year-old Louis Proof falls into a coma due to a virus of a mysterious, celestial origin. When he awakens three months later, the world that he once knew and loved is totally out of control. He will learn that his illness is connected to everything that is wrong, and that it's not only his responsibility but his destiny to set things right.",fantasy
The sea child,Carolyn Sloan,"A mysterious ""sea child"" ventures into a nearby village where she meets a lonely nine-year-old.",fantasy
Too many parents,Leonore Klein,"So he can get more presents for his birthday, William Jones wishes for more parents but soon changes his mind.",fantasy
The Arkadians,Lloyd Alexander,"To escape the wrath of the king and his wicked soothsayers, an honest young man joins with a poet-turned-jackass and a young girl with mystical powers on a series of epic adventures.",fantasy
The wombles,Elisabeth Beresford,The adventures of the Wombles who live underground and collect the things that untidy humans leave behind.,fantasy
Franklin Stein,Ellen Raskin,Friendless Franklin Stein decides to make a friend out of odds and ends.,fantasy
The Winter bird,Catherine Burns,"A stubborn little bird, staying behind when the other birds go south for the winter, learns about the strange world of the carousel horses.",fantasy
The boy who could enter paintings,Herb Valen,A little boy who likes two things--to look at paintings and to hop every place he goes--discovers he can hop into paintings.,fantasy
The night they stole the alphabet.,Sesyle Joslin,"When three mysterious robbers steal the alphabet, a little girl pursues them through a strange land inhabited by a wicked witch, a mermaid with human feet, and a fairy with detachable wings.",fantasy
The painter and the bird,Max Velthuijs,"After an artist sells his favorite painting of a bird, the bird becomes so homesick he flies out of the picture and sets off to find his creator.",fantasy
Jessamy,Barbara Sleigh,"Visiting with the caretaker of an empty old mansion, orphaned Jessamy emerges from the nursery closet into the world of 1914 when her namesake lived in the same house and left her adventures and a mystery to be solved again in the present.",fantasy
A book of magical beasts,Ruth Manning-Sanders,Modern and ancient poems and short stories from around the world about make-believe beasts.,fantasy
The Bellmaker,Brian Jacques,"Worried about his daughter Mariel, Joseph the Bellmaker is led by a dream from Redwall Abbey to Southsward, where he is caught up in the battle between Squirrelking Gael and the vicious Foxwolf Nagru.",fantasy
The enchanted valley,Marvin E. Jones,Two human children and their raccoon friends encounter many strange inhabitants of the Enchanted Valley and become involved in a quest to rescue the raccoons' mother from her imprisonment.,fantasy
The book of the dun cow,Walter Wangerin,Good struggles with Evil as Chauntecleer the rooster fights against the mysterious Wyrm.,fantasy
Stage fright,Erica David,"When Danny Phantom gets the lead role in the school production of Macbeth, mysterious things begin to happen and people refer to the ""curse"" on the play. Danny soon realizes there's a ghost causing the problems and sets out to confront it.",fantasy
The bongleweed,Helen Cresswell,The mysterious seed that Becky tricks her playmate into planting in the formal gardens turns out to be a continuously growing weed that threatens to take over everything.,fantasy
The Cat Master,Bonnie Pemberton,"Buddy and Jett, two cat brothers (one evil, one good), vie for the title of Cat Master as a retinue of dogs, cats, a possum, a bird, and a lizard help restore a monarch to his rightful throne.",fantasy
The offering,Kimberly Derting,"When the negotiation of a peace agreement with the Queendom of Astonia goes awry, Charlie receives a brutal message that threatens Ludania, and it seems her only option is to sacrifice herself in exchange for Ludanian freedom. But is she walking into a trap set by Sabara, the evil former queen of Ludania?

When a peace agreement goes awry, Charlie receives a brutal message that threatens Ludania, and her only option is to sacrifice herself in exchange for Ludanian freedom. The plot contains explicit sexual situations and graphic violence. Book #3",fantasy
Beswitched,Kate Saunders,"Flora Fox - accidental time-traveller. A magic spell has spun Flora into the past - She's mysteriously swapped lives with a schoolgirl in 1935 - No iPod? No mobile? No hair products? How will she survive? Now Flora's a new girl at tally-o-tastic St Winifred's where she has to speak French at breakfast, wear hideous baggy bloomers and sleep in a freezing dormitory. But lots of adventures in the past are amazing. Though not for ever. How will she find her way back to the 21st Century.",fantasy
Seven sorcerers,Caro King,"When eleven-year-old Nin Redfern wakes up one rainy Wednesday morning to discover that her younger brother has ceased to exist, she must venture into a magical land called the Drift where she grapples with bogeymen, tombfolk, mudmen, and the spirits of sorcerers to try and rescue him.",fantasy
Darke,Angie Sage,"Apprentice Septimus Heap must enter the Darke to save the Castle and the Wizard Tower from destruction, but he needs the help of many to battle the spreading Darkenesse.",fantasy
"Days of magic, nights of war",Clive Barker,"Candy Quackenbush's adventures in the Abarat continue as she makes a startling realization as to who she is, and the forces of Night begin plans for war.",fantasy
Bewitched (Love Spell),Sandra Schwab,"After a magical mishap that turned her uncle’s house blue, Miss Amelia Bourne was stripped of her powers and sent to London in order to be introduced into polite society—and to find a suitable husband. Handsome, rakish Sebastian “Fox” Stapleton was all that and more. He was her true love. Wasn’t he?",fantasy
Hidden,Eve Kenin,"Tatiana, a psychic, and Tristan, a physician, must survive being trapped in an underground lab, hunted by a madman and exposed to a plague that could destroy all humankind, before they can start some chemistry of their own.",fantasy
The genie and Joe Maloney.,Anita MacRae Feagles,"Joe meets a jovial genie who offers him three wishes--but after the genie's idea of answers to the first two are not quite what Joe expected, he is uncertain if the genie will grant correctly his most important wish, for a playmate.",fantasy
Cam's quest,Dian Curtis Regan,"Cam stood by while Princess Quinn ventured from Mandria to Earth last year. Now, his world has changed completely, and it's his turn to travel to Earth to find his identity while Princess Quinn waits in Mandria.",fantasy
Transformations,Ann Halam,"Zanne, a young covenanted magician, battles the remnants of a former technological civilization that are corrupting a mining community.",fantasy
The leftover elf.,,"The last elf left in the world sets out to find the Believer, since he feels he owes his existence to somebody somewhere who must believe in him.",fantasy
Through the dolls' house door,Jane Gardam,Two girls lose interest in playing with their doll house after moving from London to Wales but the dolls in the house amuse themselves by telling stories about their exciting pasts.,fantasy
Tiger flower.,Robert Vavra,A tiny tiger tells how he came to be in the land where nothing is as it should be or the way it once was.,fantasy
Street magic,Tamora Pierce,"Former ""street rat"" Briar Moss must face his past when he discovers a young mage in need of a mentor.",fantasy
The Frost Child,Eoin McNamee,Owen the Navigator is once again called on to marshall the Resistors and beat back the enemy Harsh in their attempt to take over time.,fantasy
The will of the empress,Tamora Pierce,"On visit to Namorn to visit her vast landholdings and her devious cousin, Empress Berenene, eighteen-year-old Sandry must rely on her childhood friends and fellow mages, Daja, Tris, and Briar, despite the distance that has grown between them.",fantasy
Dragon's nest,Emily Rodda,"The evil Shadow Lord has been banished, but famine still stalks Deltora, and only monsters thrive. As the starving people weaken, Lief, Jasmine and Barda discover a terrible secret. The Enemy left the seeds of death behind him. Four vile creations of sorcery called the Four Sisters are hidden in the land. They are slowly killing it while the Shadow Lord gloats, awaiting his triumphant return. The companions must find the deadly Sisters and destroy them. Their only clue is a fragment of an ancient map. Their only hope of help lies with 7 unlikely allies - the last of Deltora's dragons.",fantasy
Look-alikes,Henrik Drescher,Rudy and his pet monkey Buster discover toy look-alikes of themselves that run off and have adventures of their own.,fantasy
If I were a penguin--,Heidi Goennel,"A child imagines the fun of being different animals such as an eagle, a camel, and a giraffe.",fantasy
Here be monsters,Alan Snow,"While gathering food to bring to his grandfather, young Arthur becomes trapped in the city of Ratbridge, where he and some new friends try to stop a plot to shrink the monsters of Arthur's home, the Underworld, for a nefarious purpose.",fantasy
The secret in the stones,Erica Farber,Thirteen-year-old Zoe must navigate a world of magic and evil forces after the blue trinket that she finds turns out to be one of the legendary Nine Charms.,fantasy
Circle of three,Erica Farber,"Three young people from different times, each with unique abilities, are drawn together in a desperate effort to defeat the forces of the dark one.",fantasy
Disney's Robin Hood,A. L. Singer,Stills from the Walt Disney film illustrate this adaptation of the Robin Hood story.,fantasy
Ozma and the wayward wand,Polly Berrien Berends,"While Dorothy is visiting the magic land of Oz, the royal gardener's son borrows Queen Ozma's wand without permission and endangers the Emerald City with uncontrollable spells.",fantasy
The traveler,Daniel Page Schallau,"When Tor visits his grandfather's house, he finds a place where history is so alive that he walks right through it and learns to use his imagination along the way.",fantasy
Lily Quench and the treasure of Mote Ely,Natalie Jane Prior,"Kidnapped and taken into the past to a creepy, crumbling castle, Lily Quench searches for the long-lost treasure of Mote Ely--and a way back into her own time.",fantasy
"Weirdos of the universe, unite!",Pamela F. Service,"Dedicated weirdos Mandy and Owen accidentally summon up five mythological beings, who need their aid in defending Earth from space invaders.",fantasy
Mooncoin castle,Brinton Turkle,A ghost and a witch agree to help the jackdaws prevent the razing of Mooncoin Castle ruins to make way for a supermarket.,fantasy
Rebecca's quest,Louise Bradley,Rebecca does not consider herself special until she is drawn into Fairyland as a Fairy Finder needed to help the Light Fairies save both Fairyland and the human realm from the evil empress of the Shadow Fairy Court.,fantasy
Lightland,Heather McCutchen,"Twelve-year-old Lottie and her best friend Lewis, who speaks only to her, find themselves in a world called LightLand, where they confront the dreaded NightKing, a dangerous being who experiments with the energies of memory.",fantasy
Thorn Ogres of Hagwood,Robin Jarvis,"The werlings, a peaceful group of forgotten forest creatures whose only magic is the ability to change shapes, are unwittingly drawn into the search for a valuable item stolen from an evil queen many years before.",fantasy
Anatopsis,Chris Abouzeid,"In the realm from which the Greek gods ruled the universe thousands of years ago, the immortal witch Anatopsis uncovers the true objectives of her demi-god tutor Mr. Pound and attempts to prevent him from carrying out his evil plans.

""[Immortal Princess Anatopsis's new tutor, the demi-god Mr. Pound, is searching for a relic that grants unlimited power to its bearer. It is up to Ana--with the help of a surprising gift, a rebel mortal army, a shockingly powerful metal, and the last dog in the Universe--to stop his evil plan in this fantasy, influenced by Greek mythology]""--Provided by publisher.",fantasy
Pirate curse,Kai Meyer,"In a place similar to the 1706 Caribbean, two fourteen-year-old ""polliwogs""--humans who can walk on water--rely on a mysterious figure known as the Ghost Trader and a band of pirates to help them escape from the evil that is chasing them.",fantasy
The Littles,John Lawrence Peterson,"The Littles are a family of tiny people who live in the Bigg family's house. Mr. Little is only six inches tall, and he is big for a Little. The Littles develop a plan to get rid of the mice in the Bigg's house.",fantasy
The Littles go exploring,John Lawrence Peterson,The Little family--the biggest person is just six inches tall--explores beyond the Dark Woods.,fantasy
The Littles' scrapbook,John Lawrence Peterson,"Mr. Little's scrapbook highlights the daily life, recreation, and history of a group of tiny people.",fantasy
The nutcracker,Ronald Kidd,"When a young girl rescues her nutcracker from an attack by mice, the nutcracker becomes a prince and takes her to his magnificent castle.",fantasy
The bronze king,Suzy McKee Charnas,"When Valentine starts noticing odd things are vanishing from New York City, she unknowingly summons a wizard from Sorcery Hall who enlists her help in his fight against a dreaded monster of darkness.",fantasy
The golden thread,Suzy McKee Charnas,"Bosanka, an alien witch from another world, wants Valentine, a New York City teenager, to use her magical powers to help Bosanka return home.",fantasy
Alice's Adventures in Wonderland,Debbie Guthery,"Alice's adventures get ""curiouser and curiouser"" in Wonderland. From a Queen with no heart (who must win), to a Duchess with no point (but her chin), to a Cat with no parts (but its grin) - Alice is the only one who makes any sense in the wonderful tale of nonsense.
--back cover",fantasy
A world without princes,Soman Chainani,"When Agatha wishes she'd chosen a different Happy Ending, she accidentally reopens the gates to the School for Good and Evil. But when the girls return, they notice that the world they knew has changed. Witches and princesses reside at the School for Girls, where they've been inspired to live a life without princes, while Tedros and the boys are camping in Evil's old towers. A war is brewing between the schools, but can Agatha and Sophie restore peace? Can Sophie stay good with Tedros on the hunt? And whose heart does Agatha's belong to -- her best friend or her prince?",fantasy
My grandpa is a pirate,Jan Lööf,"While skeptical grandma takes a nap in the hammock, a little boy and his grandfather go on a pirate expedition.",fantasy
The winner's crime,Marie Rutkoski,"The engagement of Lady Kestrel to Valoria's crown prince is the event of a lifetime, but to Kestrel it means living in a cage of her own making, so as she aches to tell the truth about her engagement, she becomes a skilled practitioner of deceit and as a spy passes information and gets close to uncovering a shocking secret.

To Kestrel, the engagement of Lady Kestrel to Valoria's crown prince means living in a cage of her own making, and as she aches to tell the truth about her engagement, she becomes a skilled practitioner of deceit. The plot contains violence. Book #2",fantasy
Soul of fire,Sarah A. Hoyt,"""British gentleman and were-dragon Peter Farewell has embarked on a daunting task: to recover the Soul of Fire, a magical ruby said to lie at the heart of British-controlled India. But finding one stone in the heart of a land simmering on the cusp of rebellion, and rife with hostile magics, seems an impossible task--until Peter saves the life of a young virgin fleeing a distasteful arranged marriage. For unknown to Sofie Warington, the flawed gem that is all that is left of her dowry is the very one Peter has been seeking. And if Peter can keep her safe from the sinister factions desperate to gain control of both Sofie and her dowry, he will find more than a jewel; he will find his heart's destiny.""--p. [4] of cover.",fantasy
Santa Olivia,Jacqueline Carey,"""A SF/fantasy novel set in the near future and featuring a young woman with special genetically engineered 'wolf-like' powers""--Provided by publisher.",fantasy
Elissa's odyssey,Erica F. Verrillo,"On their way home after defeating the Khan, Elissa becomes separated from her donkey, Gertrude, and friend Maya, so with the hope of being reunited, she hitches a ride with the unusual crew aboard the precarious Swamp Maiden.",fantasy
World's End,Erica F. Verrillo,"Still not accustomed to her life as a princess, Elissa, learning on the eve of her fifteenth birthday that she is to be bethrothed to a man of her father's choosing, runs away and, after many difficulties, reunites with her friends to finally fulfill the prophecy of the Phoenix.",fantasy
The troll king,John Vornholt,"When a power-hungry sorcerer decides to bridge the Great Chasm and conquer the elves and fairies who live on the other side, he inadvertently enables a gentle troll to reach for a much nobler dream.",fantasy
Fireborn,Toby Forward,"When Slowin, an old dying wizard, steals magic from Bee, his young apprentice, he changes his own life and nearly destroys hers. But he also releases Wild Magic into the world-- magic that cannot easily be controlled. It is up to Flaxfield and Cabbage to rescue Bee and to prevent Slowin from using the Wild Magic against them.",fantasy
The Emerald City of Oz,Eric Shanower,Dorothy's aunt and uncle get acquainted with Oz after they lose their farm and Ozma invites them to live with her.,fantasy
A plunder of souls,D. B. Jackson,"""Boston, 1769: Ethan Kaille, a Boston thieftaker who uses his conjuring to catch criminals, has snared villains and defeated magic that would have daunted a lesser man. What starts out as a mysterious phenomenon that has local ministers confused becomes something far more serious. A ruthless, extremely powerful conjurer seeks to wake the souls of the dead to wreak a terrible revenge on all who oppose him. Kaille's minister friends have been helpless to stop crimes against their church. Graves have been desecrated in a bizarre, ritualistic way. Equally disturbing are reports of recently deceased citizens of Boston reappearing as grotesquely disfigured shades, seemingly having been disturbed from their eternal rest, and now frightening those who had been nearest to them in life. But most personally troubling to Kaille is a terrible waning of his ability to conjure. He knows all these are related ... but how? When Ethan discovers the source of this trouble, he realizes that his conjure powers and those of his friends will not be enough to stop a madman from becoming all-powerful. But somehow, using his wits, his powers, and every other resource he can muster, Ethan must thwart the monster's terrible plan and restore the restless souls of the dead to the peace of the grave. Let the battle for souls begin in Plunder of Souls, the third, stand-alone novel in Jackson's acclaimed Thieftaker series""--",fantasy
Year of the demon,Steve Bein,"""Detective Sergeant Mariko Oshiro has been promoted to Japan's elite Narcotics unit-and with this promotion comes a new partner, a new case, and new danger. The underboss of a powerful yakuza crime syndicate has put a price on her head, and he'll lift the bounty only if she retrieves an ancient iron demon mask that was stolen from him in a daring raid. However, Mariko has no idea of the tumultuous past carried within the mask-or of its deadly link with the famed Inazuma blade she wields. The secret of this mask originated hundreds of years before Mariko was born, and over time the mask's power has evolved to bend its owner toward destruction, stopping at nothing to obtain Inazuma steel. Mariko's fallen sensei knew much of the mask's hypnotic power and of its mysterious link to a murderous cult. Now Mariko must use his notes to find the mask before the cult can bring Tokyo to its knees-and before the underboss decides her time is up"" --",fantasy
